sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m05,5,NC_022790.1,1,4129,8,2473,59.8934,0.952289,35.4,51.6,1385658,Viruses,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Marine gokushovirus,0.9522886897553887,1.0616274140481756,1.1148167834702232,1.66
m05,7,NC_032206.1,1,8955,7,2382,26.5997,0.471022,35.4,33.6,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,0.4710217755443886,0.915724666,1.9441238464241788,1.46
m05,11,NC_048034.1,1,28224,1,1395,4.9426,0.049426,32.5,60,743578,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Powvirus,Powvirus S08C41,0.04942602,0.21675582786807654,4.385459846414761,0.21
m05,10,NC_047838.1,1,204930,1,727,0.354755,0.00354755,27.4,60,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.003547553,0.059455594,16.75960789133354,0.21
m05,4,NC_016658.1,1,47741,2,641,1.34266,0.0231248,32.7,2.5,445693,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Cheungvirus,Cheungvirus NATL1A7,0.023124777444963447,0.2049057054407587,8.860872539354403,0.42
m05,3,NC_015279.1,1,190789,1,577,0.302428,0.00302428,34.7,60,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.003024283,0.054910264,18.156454658162183,0.21
m05,0,NC_001875.2,1,131995,1,473,0.358347,0.00358347,37,2,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.003583469,0.059754730525847906,16.67510709462853,0.21
m05,13,NC_074583.1,1,4387,6,296,6.74721,0.277866,33.1,23.7,2786405,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus pelohabitans,0.27786642352404833,1.0995865967606835,3.957248892525938,1.25
m05,12,NC_070960.1,1,187320,1,262,0.139868,0.00139868,39,1,2783669,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Yushanluvirus,Yushanluvirus satich,0.001398676,0.037372714,26.720064222622376,0.21
m05,2,NC_008913.1,1,3157,1,185,5.85999,0.0585999,31.4,1,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.058599936648717134,0.23487440063464476,4.0080999070463434,0.21
m05,8,NC_040536.1,1,183261,91,109,0.059478,0.037864,39.7,3.11,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.037864029990014245,1.748389453359546,46.17547191,18.92
m05,1,NC_008168.1,1,104710,353,91,0.0869067,0.291453,34.7,26.4,56947,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus chofumiferanae,0.2914525833253748,9.960795775861298,34.176385270674245,73.39
