sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m30,15,NC_019491.1,1,291144,16,1696,0.58253,0.0142266,27.9,0.188,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.014226637,0.219825882,15.45171088,0.04
m30,23,NC_033131.1,1,9166,3,1489,16.2448,0.162448,33.3,37.7,1923637,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 5,0.162448178,0.368861448,2.270640717,0.01
m30,30,NC_076967.1,1,133999,44,1421,1.06046,0.0769483,28.2,1.09,2597325,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus colobinegamma1,0.076948335,1.219019277,15.8420487,0.1
m30,4,NC_002577.1,1,164270,38,1101,0.670238,0.0548426,29.8,1.68,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.054842637,0.761850325,13.89156985,0.08
m30,17,NC_020481.1,1,34892,2,1084,3.10673,0.0310673,41.3,49,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,0.031067293,0.173499616,5.584638921,0
m30,16,NC_019495.1,1,290304,7,868,0.298997,0.0048742,30.2,0,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.004874201,0.099742404,20.46333478,0.02
m30,0,NC_001664.4,1,159378,3,736,0.461795,0.00573479,36.1,0.333,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.005734794,0.089081926,15.5335878,0.01
m30,2,NC_001875.2,1,131995,35,709,0.537142,0.0643433,39.8,2.4,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.064343346,1.281141591,19.911019,0.08
m30,31,NC_077221.1,1,1421182,1,451,0.0317341,0.000317341,43.6,4,1499987,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Schizomimiviridae,Biavirus,Biavirus raunefjordenense,0.000317341,0.017811254,56.12646079,0
m30,5,NC_006883.2,1,252401,1,424,0.167987,0.00167987,37.2,16,268746,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Salacisavirus,Salacisavirus pssm2,0.001679867,0.040951735,24.3779691,0
m30,9,NC_008912.1,1,3141,3,412,13.1168,0.247692,39.6,2.67,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.247691818,0.68347851,2.759390745,0.01
m30,1,NC_001716.2,1,153080,1,398,0.259995,0.00259995,30,0,10372,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta7,0.002599948,0.050923354,19.58629918,0
m30,10,NC_008913.1,1,3157,89,381,12.0684,5.29268,39.3,2.26,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,5.292682927,18.33608703,3.464421974,0.2
