sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m07,7,NC_022790.1,1,4129,17,2375,57.52,1.32599,34.7,49.6,1385658,Viruses,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Marine gokushovirus,1.325986922,1.416029536,1.06790611,0.25
m07,13,NC_032206.1,1,8955,8,2044,22.8252,0.476382,34.5,30.6,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,0.47638191,1.046957506,2.197727254,0.12
m07,23,NC_048034.1,1,28224,2,1264,4.47846,0.0447846,36.9,3.5,743578,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Powvirus,Powvirus S08C41,0.04478458,0.20683066,4.618345366,0.03
m07,29,NC_077036.1,1,6089,2,1171,19.2314,0.261291,36.4,33.5,748192,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,uncultured densovirus,0.261290852,0.575301338,2.20176609,0.03
m07,22,NC_048026.1,1,45477,1,942,2.07138,0.0207138,33.1,9,1332145,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Igirivirus,Igirivirus STIP37,0.020713767,0.142424391,6.875832318,0.01
m07,21,NC_047838.1,1,204930,3,844,0.411848,0.00652906,34.4,17.7,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.006529059,0.106337146,16.28674982,0.04
m07,14,NC_032617.1,1,8626,1,635,7.36147,0.0736147,38,52,1922535,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 107,0.073614653,0.261142751,3.547428924,0.01
m07,6,NC_020865.1,1,45730,1,601,1.31424,0.0131424,34.1,1,889951,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.013142357,0.113884309,8.665439992,0.01
m07,5,NC_020851.1,1,208007,1,596,0.286529,0.00286529,34.8,60,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.002865288,0.053451645,18.65489302,0.01
m07,0,NC_002519.1,1,39898,1,475,1.19054,0.0119054,31.4,7,2905867,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Siovirus,Siovirus americense,0.011905359,0.108460228,9.110202494,0.01
m07,8,NC_028478.1,1,6393,1,414,6.47583,0.0647583,37.4,60,1761477,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,Tomato brown rugose fruit virus,0.064758329,0.24609894,3.800266962,0.01
m07,12,NC_032154.1,1,3073,1,397,12.919,0.12919,25.5,18,1922709,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sphaeromadae virus 3,0.129189717,0.3354098,2.596257721,0.01
m07,28,NC_076102.1,1,252940,1,354,0.139954,0.00139954,34.4,1,109981,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,unclassified Poxviridae genus,Diachasmimorpha entomopoxvirus,0.001399541,0.037384257,26.71179092,0.01
m07,24,NC_048184.1,1,47375,1,353,0.745119,0.00745119,32.9,0,756276,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Lirvirus,Lirvirus SCBP3,0.007451187,0.085998065,11.54152498,0.01
m07,19,NC_047709.1,1,44705,4,346,0.773963,0.0308243,32.7,41.2,2740801,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Ashivirus,Ashivirus S45C4,0.030824293,0.349205375,11.32890151,0.06
m07,1,NC_002577.1,1,164270,1,299,0.182017,0.00182017,29.5,4,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.001820174,0.042624653,23.41789899,0.01
m07,9,NC_028663.1,1,188632,1,282,0.149497,0.00149497,32.5,28,1589733,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Libanvirus,Libanvirus ptim40,0.001494974,0.038635986,25.84391227,0.01
m07,27,NC_075687.1,1,160649,2,264,0.164333,0.00268909,33.1,0.5,104388,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus anatidalpha1,0.002689092,0.069089633,25.69254748,0.03
