sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m08,8,NC_021864.1,1,55282,4,2941,5.32,0.0532,35.9,29,948071,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Puniceispirillum phage HMO-2011,0.053199957,0.224431997,4.21865,0.17
m08,14,NC_032206.1,1,8955,27,2711,30.2736,1.79743,34.7,35.7,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,1.797431602,4.023139948,2.238271511,1.16
m08,15,NC_032481.1,1,9054,2,1672,18.467,0.18467,35.4,13.5,1922435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai mollusks virus 2,0.184669759,0.388029431,2.101207217,0.09
m08,12,NC_032154.1,1,3073,26,1397,45.4605,5.68565,34.3,39.2,1922709,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sphaeromadae virus 3,5.685649203,8.603466429,1.513189809,1.12
m08,17,NC_032617.1,1,8626,6,1397,16.1952,0.567934,35.7,60,1922535,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 107,0.567934153,1.52164576,2.679264406,0.26
m08,11,NC_032117.1,1,7401,1,1360,18.3759,0.183759,35.9,4,1926998,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Bivalve hepelivirus G,0.183758951,0.387287489,2.107584343,0.04
m08,16,NC_032517.1,1,1404,5,1045,74.4302,1.79772,33.2,26,1922355,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai barnacle virus 11,1.797720798,1.565418831,0.87077973,0.22
m08,23,NC_040628.1,1,8620,1,898,10.4176,0.104176,35.6,60,2480178,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Halhan virus 3,0.104176334,0.305489158,2.932423764,0.04
m08,24,NC_047709.1,1,44705,1,873,1.9528,0.019528,33.4,60,2740801,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Ashivirus,Ashivirus S45C4,0.019528017,0.138371506,7.085793993,0.04
m08,21,NC_038532.1,1,5050,1,773,15.3069,0.153069,32.5,60,1979755,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Aquambidensovirus,Aquambidensovirus asteroid1,0.153069307,0.360054293,2.352230507,0.04
m08,7,NC_020867.1,1,44892,1,533,1.18729,0.0118729,34.3,27,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.011872939,0.108314232,9.122781413,0.04
m08,2,NC_008912.1,1,3141,2,433,13.7854,0.210124,38.9,7.5,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.210124164,0.557235996,2.651936763,0.09
m08,6,NC_020481.1,1,34892,1,411,1.17792,0.0117792,31.9,60,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,0.011779204,0.107890939,9.159441966,0.04
