sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m27,13,NC_019491.1,1,291144,180,3275,1.12487,0.158324,28.3,0.05,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.158323716,2.6910519,16.99714967,0.15
m27,1,NC_001716.2,1,153080,56,2692,1.75856,0.100451,28.4,0.0357,10372,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta7,0.100450745,1.026874219,10.22266407,0.05
m27,34,NC_076967.1,1,133999,401,2612,1.94927,0.716311,27.9,1.62,2597325,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus colobinegamma1,0.716311316,9.804421781,13.68737526,0.33
m27,14,NC_019495.1,1,290304,67,1255,0.432305,0.0499132,29,0.0299,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.049913194,0.908291234,18.19741741,0.05
m27,15,NC_020481.1,1,34892,3,1203,3.44778,0.0385475,38.6,40.3,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,0.038547518,0.212605288,5.515407962,0
m27,3,NC_002577.1,1,164270,343,1129,0.687283,0.549705,28.7,1.76,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.549704754,7.334344392,13.34233392,0.28
m27,31,NC_048671.1,1,40907,1,534,1.3054,0.013054,34.5,31,2847823,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Veravirus,Veravirus septentrionalis,0.013054001,0.113505919,8.695106032,0
m27,23,NC_033131.1,1,9166,1,419,4.57124,0.0457124,36.8,60,1923637,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 5,0.045712415,0.208860696,4.569014663,0
m27,17,NC_024450.1,1,204054,1,418,0.204848,0.00204848,28.2,0,1510155,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus columbidalpha1,0.002048477,0.045213727,22.07187043,0
m27,11,NC_013036.1,1,158091,3,391,0.247326,0.00373203,32.5,0.667,104388,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus anatidalpha1,0.003732028,0.07896605,21.15902009,0
m27,7,NC_008912.1,1,3141,3,377,12.0025,0.216173,37.3,1,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.216173193,0.63692452,2.946362174,0
m27,18,NC_026421.1,1,182380,5,286,0.156815,0.00530212,27.8,1.2,10371,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma5,0.005302116,0.14415301,27.18782411,0
m27,20,NC_032617.1,1,8626,1,283,3.28078,0.0328078,43.1,19,1922535,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 107,0.03280779,0.178133207,5.429600848,0
m27,8,NC_008913.1,1,3157,41,266,8.42572,2.03833,39.6,2.07,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,2.038327526,7.721358273,3.78808517,0.03
m27,33,NC_075687.1,1,160649,2,266,0.165578,0.00272644,30,1,104388,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus anatidalpha1,0.002726441,0.069716007,25.57033533,0
