sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m11,11,NC_032206.1,1,8955,23,4227,47.2027,1.71602,34.9,40.1,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,1.7160245672808487,3.224155938515901,1.878851853283653,4.86
m11,12,NC_032481.1,1,9054,8,2017,22.2774,0.425668,34.9,7.5,1922435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai mollusks virus 2,0.42566821294455487,1.1179339468955622,2.6263035690691283,1.69
m11,14,NC_032617.1,1,8626,16,1988,23.0466,1.58092,32.9,53.8,1922535,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 107,1.580918154416879,3.934692037401741,2.4888651107008446,3.38
m11,6,NC_022790.1,1,4129,4,1814,43.9332,0.505207,37.2,49.2,1385658,Viruses,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Marine gokushovirus,0.5052070719302495,0.6178380982966547,1.222940320166293,0.85
m11,13,NC_032517.1,1,1404,30,1304,92.8775,14.9623,33.7,32.8,1922355,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai barnacle virus 11,14.962250712250713,12.866092036007736,0.8599035187582644,6.34
m11,10,NC_032154.1,1,3073,16,1215,39.5379,2.83501,34.3,31.1,1922709,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sphaeromadae virus 3,2.835014644,5.1755184935714285,1.8255702858981864,3.38
m11,19,NC_040628.1,1,8620,1,994,11.5313,0.115313,34.2,60,2480178,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Halhan virus 3,0.11531322505800463,0.3193995697942123,2.7698433517365295,0.21
m11,23,NC_048034.1,1,28224,1,993,3.51828,0.0351828,35,60,743578,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Powvirus,Powvirus S08C41,0.035182823,0.18424166761595154,5.2366936825706105,0.21
m11,22,NC_047838.1,1,204930,1,742,0.362075,0.00362075,35.9,60,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.003620749,0.060063622,16.58873063,0.21
m11,27,NC_077036.1,1,6089,3,677,11.1184,0.327312,37.8,8.33,748192,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,uncultured densovirus,0.3273115454097553,0.9298491773009386,2.8408688613072828,0.63
m11,17,NC_038532.1,1,5050,1,577,11.4257,0.114257,30.6,60,1979755,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Aquambidensovirus,Aquambidensovirus asteroid1,0.11425742574257426,0.3181236652706831,2.7842712471697566,0.21
m11,7,NC_025706.1,1,3584,1,522,14.5647,0.145647,33.6,60,1379695,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circoviridae 2 LDMD-2013,0.14564732142857142,0.3527522915435888,2.421962093663261,0.21
