sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m34,17,NC_019491.1,1,291144,481,4789,1.64489,0.440885,28.6,0.0249,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.440884923,5.847368182,13.26279915,0.34
m34,3,NC_001716.2,1,153080,101,4096,2.67573,0.184962,28.4,0.0495,10372,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta7,0.184962111,1.77315762,9.586599156,0.07
m34,42,NC_076967.1,1,133999,800,2941,2.19479,1.52365,28,2.5,2597325,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus colobinegamma1,1.523653162,20.73057237,13.60583425,0.57
m34,18,NC_019495.1,1,290304,167,1376,0.473986,0.129843,28.8,0.00599,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.129843199,2.574070596,19.82445456,0.12
m34,5,NC_002577.1,1,164270,924,1130,0.687892,1.62193,28.3,1.62,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,1.621927315,21.16735695,13.05074325,0.66
m34,19,NC_020481.1,1,34892,2,1043,2.98922,0.0298922,37.6,33.5,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,0.029892239,0.170290026,5.696797304,0
m34,1,NC_001650.2,1,184439,4,860,0.466279,0.00742793,27.8,0,12657,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,0.00742793,0.119090703,16.03282493,0
m34,16,NC_013036.1,1,158091,16,590,0.373203,0.0217343,29.8,1,104388,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus anatidalpha1,0.021734318,0.405331324,18.64936971,0.01
m34,4,NC_001875.2,1,131995,3,574,0.434865,0.00785636,38.6,5.33,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.007856358,0.132486155,16.86355834,0
m34,37,NC_048672.1,1,40163,1,538,1.33954,0.0133954,44.4,11,2847822,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Siovirus,Siovirus germanense,0.013395414,0.114960761,8.582098599,0
m34,2,NC_001664.4,1,159378,4,532,0.333798,0.00426659,30.8,0.25,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.004266586,0.078138355,18.3140217,0
m34,13,NC_009127.1,1,295146,431,528,0.178895,0.136465,28,0.0325,180230,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo3,0.136464665,5.232532919,38.34350028,0.31
m34,10,NC_008912.1,1,3141,8,437,13.9128,0.622732,37.2,3.62,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.622731614,1.676279533,2.69181698,0.01
m34,26,NC_026421.1,1,182380,9,382,0.209453,0.00969405,29.1,1,10371,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma5,0.009694045,0.245776484,25.35334572,0.01
m34,11,NC_008913.1,1,3157,136,379,12.0051,7.33513,39.6,1.99,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,7.335128286,26.23280579,3.576325425,0.1
m34,41,NC_075687.1,1,160649,4,311,0.19359,0.00326799,32.2,1,104388,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus anatidalpha1,0.003267994,0.082268304,25.17394442,0
m34,31,NC_034266.1,1,204237,1,296,0.14493,0.0014493,30.1,0,93386,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus columbidalpha1,0.001449297,0.038042032,26.24861644,0
m34,43,NC_077036.1,1,6089,1,291,4.77911,0.0477911,34.6,60,748192,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,uncultured densovirus,0.047791099,0.213323955,4.463675461,0
m34,34,NC_040536.1,1,183261,2907,278,0.151696,1.21373,40.2,9.57,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,1.213733418,52.72248367,43.43827307,2.08
m34,23,NC_022790.1,1,4129,1,216,5.23129,0.0523129,40.1,2,1385658,Viruses,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Marine gokushovirus,0.052312909,0.222657289,4.256259008,0
m34,28,NC_032202.1,1,5201,1,210,4.03769,0.0403769,34.2,18,1922725,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai tombus-like virus 4,0.040376851,0.19684146,4.875106836,0
m34,27,NC_032111.1,1,163005,1,202,0.123923,0.00123923,42,42,67082,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Oryzopoxvirus,BeAn 58058 virus,0.001239226,0.03518082,28.38935444,0
m34,8,NC_008168.1,1,104710,133822,192,0.183364,108.483,38.3,23.2,56947,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus chofumiferanae,108.4826282,3720.425262,34.2951247,95.65
m34,0,NC_000898.1,1,162114,1,190,0.117201,0.00117201,23.8,0,32604,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6b,0.001172015,0.034214633,29.19300565,0
m34,24,NC_024486.1,1,43734,2,171,0.391,0.00745415,34.9,2,1520006,Viruses,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Duck aviadenovirus B,0.007454155,0.120361526,16.14690477,0
