sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy31,27,NC_031922.1,1,174830,2,1557,0.890579,0.00890579,30.4,34.5,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.008905794,0.093949354,10.54923923,0.01
oy31,12,NC_019491.1,1,291144,326,1471,0.505248,0.449152,30.8,0.0153,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.44915231,7.348658351,16.36117236,2.44
oy31,39,NC_070963.1,1,240842,2,1365,0.566762,0.00566762,38.9,25,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.005667616,0.075069929,13.24541527,0.01
oy31,10,NC_015465.1,1,33004,1,969,2.93601,0.0293601,34.7,60,753085,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS3,0.029360078,0.168813694,5.749770041,0.01
oy31,28,NC_033778.1,1,111453,380,794,0.712408,1.15921,37.4,6.79,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,1.159206123,17.19899828,14.83687667,2.85
oy31,18,NC_021802.1,1,53664,2,754,1.40504,0.0279144,39.9,60,1327981,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Assiduviridae,Cebadecemvirus,Cebadecemvirus phi10una,0.027914431,0.234229163,8.390970509,0.01
oy31,3,NC_001875.2,1,131995,11,747,0.565931,0.0319785,34.1,9.18,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.031978484,0.503723165,15.75194009,0.08
oy31,15,NC_020854.1,1,40658,1,740,1.82006,0.0182006,35.3,60,889953,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Cyanophage KBS-S-2A,0.0182006,0.133676244,7.344606405,0.01
oy31,13,NC_019495.1,1,290304,9,710,0.244571,0.00836709,31.2,0,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.008367091,0.201086564,24.0330317,0.07
oy31,14,NC_020851.1,1,208007,1,623,0.299509,0.00299509,34,1,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.002995092,0.054645411,18.24498876,0.01
oy31,38,NC_055761.1,1,144311,2,587,0.40676,0.00807284,34.8,1,2100130,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Makelovirus,Makelovirus prm1,0.008072843,0.126562827,15.67760358,0.01
