sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy35,93,NC_070963.1,1,240842,70,15536,6.4507,0.15418,36.9,21.5,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.154179919,0.733130498,4.75503233,0.17
oy35,31,NC_020854.1,1,40658,16,5075,12.4822,0.295219,37.7,36.8,889953,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Cyanophage KBS-S-2A,0.295218653,1.02078226,3.457715997,0.04
oy35,30,NC_020851.1,1,208007,13,4749,2.2831,0.0334508,36.4,28.3,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.033450797,0.243085492,7.266956582,0.03
oy35,76,NC_048183.1,1,41824,19,4587,10.9674,0.244166,35.4,0.316,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,0.244166029,0.851387551,3.486920577,0.05
oy35,44,NC_025464.1,1,44147,17,4584,10.3835,0.169796,36.7,0.353,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,0.169796362,0.694202692,4.088442669,0.04
oy35,25,NC_019491.1,1,291144,4496,3920,1.34641,6.06389,30.7,0.0236,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,6.063889347,99.28513655,16.37317749,10.98
oy35,49,NC_031922.1,1,174830,16,3671,2.09975,0.0593148,35.2,45.1,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.059314763,0.480583986,8.10226598,0.04
oy35,18,NC_015279.1,1,190789,15,3552,1.86174,0.0355104,36.8,11,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.035510433,0.311733217,8.778637443,0.04
oy35,72,NC_047838.1,1,204930,16,3164,1.54394,0.0393403,36.1,25.2,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.039340263,0.423016835,10.75277104,0.04
oy35,75,NC_048171.1,1,45424,8,2076,4.57027,0.102721,36,24.8,2545435,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Qadamvirus,Qadamvirus SB28,0.102721029,0.491310179,4.782956189,0.02
