sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy53,26,NC_032974.1,1,4423,13,1787,40.4024,1.56387,38.4,57.4,1922744,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai weivirus-like virus 16,1.563870676,2.151071774,1.37547932,0.02
oy53,27,NC_033010.1,1,7620,7,1767,23.189,0.491207,41.5,60,1923606,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 21,0.491207349,1.156200385,2.353792929,0.01
oy53,37,NC_070963.1,1,240842,7,1177,0.488702,0.0108993,39.4,16.3,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.010899262,0.182986746,16.78891193,0.01
oy53,12,NC_019491.1,1,291144,20,1151,0.395337,0.0221746,32.5,0.05,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.022174594,0.408999922,18.44452807,0.03
oy53,28,NC_033101.1,1,12660,6,1085,8.5703,0.22575,34.6,60,1923639,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 51,0.225750395,0.855924681,3.791464822,0.01
oy53,1,NC_001664.4,1,159378,3,985,0.618028,0.0114884,40.2,1.67,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.011488411,0.164102004,14.28413393,0
oy53,23,NC_032542.1,1,9416,1,901,9.56882,0.0956882,41.1,16,1922605,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 6,0.09568819,0.294163153,3.074184515,0
oy53,29,NC_033778.1,1,111453,18,858,0.769831,0.0476524,39.9,6.17,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,0.047652374,0.699743267,14.68433183,0.03
oy53,2,NC_001875.2,1,131995,15,750,0.568203,0.042441,38.3,5.53,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.042441002,0.693588882,16.34242492,0.02
oy53,11,NC_016766.1,1,69420,1,648,0.933449,0.00933449,35.2,12,756275,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS4,0.009334486,0.096163159,10.30192359,0
oy53,32,NC_048031.1,1,20430,8,647,3.16691,0.220362,38.9,60,743543,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Pekhitvirus,Pekhitvirus S04C24,0.220362212,1.219035056,5.531960504,0.01
oy53,33,NC_048171.1,1,45424,3,621,1.36712,0.0296539,41.4,54,2545435,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Qadamvirus,Qadamvirus SB28,0.029653927,0.259423325,8.748363106,0
oy53,35,NC_048671.1,1,40907,1,587,1.43496,0.0143496,40.7,27,2847823,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Veravirus,Veravirus septentrionalis,0.014349622,0.118927334,8.287837192,0
oy53,19,NC_025461.1,1,45871,1,554,1.20773,0.0120773,41.8,0,756276,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Lirvirus,Lirvirus SCBP3,0.012077347,0.109231337,9.044315286,0
oy53,22,NC_031922.1,1,174830,1,496,0.283704,0.00283704,41.2,10,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.002837042,0.053188278,18.74779557,0
oy53,14,NC_020851.1,1,208007,4,442,0.212493,0.00849491,39.8,60,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.008494906,0.184100624,21.67188367,0.01
oy53,7,NC_008912.1,1,3141,4,434,13.8173,0.432346,41.4,9.25,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.432346387,1.152337105,2.665309903,0.01
oy53,15,NC_020865.1,1,45730,2,416,0.909687,0.00909687,39.8,0.5,889951,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.009096873,0.094942719,10.43685224,0
