sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy56,9,NC_048183.1,1,41824,1,621,1.48479,0.0148479,36.9,1,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,0.014847934,0.120944091,8.145516337,0
oy56,7,NC_033010.1,1,7620,1,569,7.46719,0.0746719,31.8,60,1923606,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 21,0.074671916,0.26286122,3.520215283,0
oy56,10,NC_070963.1,1,240842,1,514,0.213418,0.00213418,34.8,44,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.002134179,0.046147855,21.62323293,0
oy56,4,NC_019491.1,1,291144,2,403,0.138419,0.00241118,34.9,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.002411178,0.06677822,27.69526777,0
oy56,5,NC_020867.1,1,44892,1,384,0.855386,0.00855386,35,60,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.008553863,0.092090684,10.7659765,0
oy56,6,NC_032974.1,1,4423,1,365,8.25232,0.0825232,29.9,60,1922744,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai weivirus-like virus 16,0.082523174,0.275160135,3.334337748,0
oy56,11,NC_074583.1,1,4387,4,293,6.67882,0.26305,39.1,14.5,2786405,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus pelohabitans,0.26304992,0.986163726,3.74896037,0.01
oy56,0,NC_001875.2,1,131995,1,268,0.203038,0.00203038,40.5,5,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.00203038,0.04501397,22.17022004,0
oy56,1,NC_008168.1,1,104710,40121,187,0.178588,32.1263,38.5,8.04,56947,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus chofumiferanae,32.12629166,1102.401401,34.31461723,99.96
oy56,2,NC_008976.1,1,4188,1,66,1.57593,0.0157593,29.6,5,265522,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fugitivi,0.015759312,0.12454299,7.90281883,0
oy56,8,NC_035797.1,1,142974,1,62,0.0433645,0.000433645,32,1,2029293,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,unclassified Poxviridae genus,Squirrelpox virus Berlin_2015,0.000433645,0.020819636,48.01075148,0
oy56,3,NC_011588.1,1,127615,2,51,0.039964,0.000799279,31,1,92521,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus oryrhinocerotis,0.000799279,0.039973983,50.01254745,0
