sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy15,35,NC_032206.1,1,8955,19,2852,31.8481,1.36784,36.3,39.3,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,1.367839196,2.80464514,2.050420216,0.05
oy15,19,NC_019491.1,1,291144,277,1454,0.499409,0.344592,30.6,0.0181,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.344592367,5.877220986,17.05557509,0.66
oy15,36,NC_032481.1,1,9054,4,1317,14.5461,0.319859,36.9,7.5,1922435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai mollusks virus 2,0.319858626,0.851179967,2.661113059,0.01
oy15,37,NC_033167.1,1,5448,6,1071,19.6586,0.439611,35.2,52.2,1922759,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai zhaovirus-like virus 3,0.439610866,0.942172714,2.143197054,0.01
oy15,20,NC_019495.1,1,290304,14,1026,0.353423,0.0106991,32,0.0714,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.010699129,0.221576198,20.70974132,0.03
oy15,34,NC_032129.1,1,8805,3,915,10.3918,0.169108,37.1,53.7,1922434,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai mollusks virus 1,0.169108461,0.520472146,3.077741604,0.01
oy15,38,NC_033778.1,1,111453,5405,886,0.794954,14.3395,38.2,5.36,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,14.33952428,221.7015253,15.46087031,12.95
oy15,3,NC_001875.2,1,131995,135,761,0.576537,0.354104,34.2,7.77,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.354104322,5.909486322,16.68854615,0.32
oy15,2,NC_001664.4,1,159378,22,732,0.459285,0.0512555,36.5,8.14,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.051255506,0.889608575,17.35635151,0.05
oy15,1,NC_001650.2,1,184439,4,683,0.370312,0.00670682,29.8,0,12657,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,0.006706824,0.123534983,18.41929564,0.01
