sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy26,13,NC_019491.1,1,291144,1776,2369,0.813687,2.15337,30.8,0.0349,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,2.153367406,36.63906302,17.01477552,46.93
oy26,22,NC_033778.1,1,111453,776,872,0.782393,2.00606,38.9,4.82,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,2.006056365,31.00161758,15.45401123,20.51
oy26,14,NC_019495.1,1,290304,168,852,0.293485,0.134118,31.9,0.00595,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.134118028,2.871190441,21.4079381,4.44
oy26,0,NC_001650.2,1,184439,2,636,0.344829,0.00344829,33.7,0,12657,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,0.003448295,0.058620848,16.99995376,0.05
oy26,4,NC_007346.1,1,407339,9,557,0.136741,0.00399667,37,2.67,181082,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Coccolithovirus,Emiliania huxleyi virus 86,0.003996671,0.122688862,30.69776302,0.24
oy26,20,NC_025463.1,1,49640,48,480,0.966962,0.289585,35.6,9.75,1458862,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Shewanella sp. phage 1/44,0.289585012,3.119110778,10.77096758,1.27
oy26,10,NC_013085.1,1,194454,1,465,0.239131,0.00239131,33.7,58,555387,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Gibbetvirus,Gibbetvirus rsm4,0.002391311,0.048842529,20.42500049,0.03
oy26,2,NC_001875.2,1,131995,14,450,0.340922,0.0236145,34.9,7.29,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.023614531,0.496003907,21.00418213,0.37
oy26,30,NC_047730.1,1,140906,6,418,0.296652,0.0104467,38.3,6.5,1610831,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus G1,0.010446681,0.218133527,20.88065404,0.16
oy26,18,NC_023009.1,1,127188,1,393,0.308991,0.00308991,33.9,1,1007127,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus Sb1,0.003089914,0.05550105,17.962004,0.03
oy26,31,NC_047732.1,1,141028,1,373,0.264486,0.00264486,37.7,2,1673874,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus G1,0.002644865,0.051360194,19.418835,0.03
oy26,23,NC_034446.1,1,147346,7,297,0.201566,0.00754686,31.9,4.86,35243,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Simplexvirus,Simplexvirus atelinealpha1,0.007546862,0.177601065,23.53309934,0.18
oy26,26,NC_040536.1,1,183261,228,267,0.145694,0.117963,36.9,12.6,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.117962905,4.903258051,41.56610111,6.03
oy26,34,NC_076945.1,1,132068,2,260,0.196868,0.00352091,32,2.5,2880838,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Gammanudivirus,Gammanudivirus cracrangonis,0.003520913,0.081320219,23.09634118,0.05
oy26,17,NC_021901.1,1,197693,3,244,0.123424,0.00294396,39.7,2.33,345198,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Chloriridovirus,Invertebrate iridescent virus 22,0.002943959,0.086823893,29.49222659,0.08
oy26,7,NC_008912.1,1,3141,1,195,6.20821,0.0620821,36.2,1,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.062082139,0.241304678,3.886861498,0.03
oy26,19,NC_024486.1,1,43734,1,180,0.411579,0.00411579,35.6,1,1520006,Viruses,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Duck aviadenovirus B,0.004115791,0.064022271,15.55527778,0.03
oy26,1,NC_001664.4,1,159378,1,174,0.109174,0.00109174,27.7,18,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.001091744,0.033023511,30.24839694,0.03
oy26,21,NC_028092.1,1,193301,4,165,0.0853591,0.00231246,39,2.25,1663210,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Ostreococcus mediterraneus virus 1,0.002312456,0.088265418,38.16956044,0.11
oy26,6,NC_008291.1,1,198050,1,158,0.0797778,0.000797778,32.1,16,28871,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,Taterapox virus,0.000797778,0.028233701,35.39040848,0.03
oy26,27,NC_043314.1,1,140906,46,157,0.111422,0.0406583,34.8,1.11,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.040658311,1.259762577,30.98413434,1.22
oy26,12,NC_018874.1,1,211518,3,136,0.0642971,0.000964457,35.2,0,1241371,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Malacoherpesviridae,Aurivirus,Aurivirus haliotidmalaco1,0.000964457,0.040081143,41.55825111,0.08
oy26,32,NC_075367.1,1,1224839,2,129,0.010532,0.000190229,37,2,2496520,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Megavirus,Megavirus baoshanense,0.000190229,0.018973959,99.7426841,0.05
oy26,25,NC_037666.1,1,2003191,1,118,0.0058906,5.89E-05,38,1,2107708,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,Pandoravirus,Pandoravirus neocaledonia,5.89E-05,0.007674799,130.2888902,0.03
oy26,3,NC_002687.1,1,335593,15,115,0.0342677,0.0041449,40,2.4,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.004144902,0.237422775,57.28067668,0.4
oy26,29,NC_043508.1,1,3335,3,109,3.26837,0.0770615,34.2,1,1587509,Viruses,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Chrysoviridae,Alphachrysovirus,Alphachrysovirus perseae,0.077061469,0.446608141,5.795479179,0.08
oy26,24,NC_035797.1,1,142974,415,106,0.0741394,0.193147,31.6,2.07,2029293,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,unclassified Poxviridae genus,Squirrelpox virus Berlin_2015,0.193147006,8.755241489,45.32941868,10.97
oy26,5,NC_008168.1,1,104710,192,91,0.0869067,0.158075,35.4,8.73,56947,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus chofumiferanae,0.158074682,5.453117177,34.49709398,5.07
oy26,28,NC_043329.1,1,12859,4,88,0.684346,0.0273738,37.8,16.5,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.027373824,0.329766537,12.0467838,0.11
oy26,16,NC_021312.1,1,459984,38,60,0.0130439,0.00426754,35.4,1.29,251749,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prymnesiovirus,Phaeocystis globosa virus,0.00426754,0.393106622,92.11551515,1
oy26,8,NC_008976.1,1,4188,1,59,1.40879,0.0140879,27.8,1,265522,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fugitivi,0.01408787,0.117853307,8.365587298,0.03
oy26,15,NC_021073.1,1,107218,7,59,0.0550281,0.00364678,34.9,2.43,573174,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Vibrio phage henriette 12B8,0.003646776,0.157556176,43.20424053,0.18
oy26,33,NC_075702.1,1,165994,1,58,0.034941,0.00034941,37.2,0,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.00034941,0.018689252,53.48799414,0.03
oy26,9,NC_011588.1,1,127615,5,51,0.039964,0.00181013,28,0.8,92521,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus oryrhinocerotis,0.001810132,0.093119559,51.44351744,0.13
