sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m19,19,NC_048671.1,1,40907,6,3521,8.60733,0.102232,33.4,38.5,2847823,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Veravirus,Veravirus septentrionalis,0.10223189185225022,0.35227509061029505,3.4458434078420233,0.11
m19,2,NC_014748.1,1,5639,8,3268,57.9535,1.08778,33.8,48.6,3052706,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Baphyvirales,Bacilladnaviridae,Protobacilladnavirus,Protobacilladnavirus tenuis,1.0877815215463735,1.078867946789647,0.9918057306727778,0.14
m19,6,NC_022790.1,1,4129,25,1597,38.6776,3.56963,35.4,60,1385658,Viruses,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Marine gokushovirus,3.56962945,7.531354199912482,2.109842017195104,0.45
m19,13,NC_032617.1,1,8626,8,1390,16.1141,0.702875,32.3,51.1,1922535,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 107,0.702875029,1.808328514699168,2.5727596516237874,0.14
m19,0,NC_002519.1,1,39898,5,1116,2.79713,0.0452654,34.4,35.2,2905867,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Siovirus,Siovirus americense,0.045265427,0.2789348810768234,6.162205917,0.09
m19,8,NC_029100.1,1,33399,2,826,2.47313,0.0247313,36.5,5,1667322,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pseudoalteromonas phage Pq0,0.024731279379622145,0.15530500056298563,6.279699411383968,0.04
m19,12,NC_032206.1,1,8955,1,738,8.24121,0.0824121,35.6,40,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,0.08241206,0.27499147735587914,3.3367868288914604,0.02
m19,21,NC_070826.1,1,37211,1,691,1.85698,0.0185698,33.4,0,1357707,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pseudoalteromonas phage HS1,0.018569777753889977,0.13499978188153164,7.269865243985056,0.02
m19,10,NC_032154.1,1,3073,2,623,20.2733,0.328018,34.3,18,1922709,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sphaeromadae virus 3,0.32801822323462415,0.6862883829285136,2.0922263896223434,0.04
m19,20,NC_048672.1,1,40163,1,607,1.51134,0.0151134,33.6,60,2847822,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Siovirus,Siovirus germanense,0.015113412842666136,0.1220040884352374,8.072570352264316,0.02
m19,3,NC_015293.1,1,30651,2,532,1.73567,0.0182376,36.2,0,877240,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pseudoalteromonas phage H105/1,0.018237578,0.140238148,7.689516072053621,0.04
m19,5,NC_020483.1,1,42084,1,314,0.746127,0.00746127,36.2,15,1283079,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Pelagivirus,Pelagivirus HTVC019P,0.007461268,0.086055781,11.533667140463457,0.02
m19,23,NC_074583.1,1,4387,14,295,6.72441,0.672213,33,20.6,2786405,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus pelohabitans,0.6722133576475952,2.8943340422761104,4.305677668,0.25
m19,25,NC_077036.1,1,6089,1,291,4.77911,0.0477911,39.8,5,748192,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,uncultured densovirus,0.047791099,0.21332395455592648,4.463675461481224,0.02
m19,17,NC_047709.1,1,44705,1,194,0.433956,0.00433956,39.9,26,2740801,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Ashivirus,Ashivirus S45C4,0.004339559,0.065732241,15.147215728637969,0.02
m19,1,NC_008168.1,1,104710,5481,169,0.161398,4.52155,34.8,25.8,56947,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus chofumiferanae,4.521554770318021,154.58394698532223,34.18822835014551,98.23
m19,16,NC_047704.1,1,40564,1,129,0.318016,0.00318016,40.3,10,2741072,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Ayaqvirus,Ayaqvirus S45C18,0.00318016,0.056303164,17.70450825081284,0.02
m19,4,NC_018280.1,1,38889,1,126,0.323999,0.00323999,32.1,1,1197951,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Siovirus,Siovirus coreense,0.003239991,0.05682863,17.53975077197101,0.02
m19,22,NC_074405.1,1,3924,1,123,3.13456,0.0313456,31.8,36,2786389,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Kinglevirus,Kinglevirus lutadaptatum,0.031345566,0.17424988165590177,5.5589962245346225,0.02
