sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m25,11,NC_020481.1,1,34892,5,2768,7.93305,0.0793305,39.5,47.6,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,0.079330506,0.27025391106810165,3.406683332726952,0
m25,16,NC_028955.1,1,197361,2,1026,0.51986,0.0051986,37.5,36.5,1542477,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Haifavirus,Haifavirus tim68,0.005198595,0.071913629,13.833280490281501,0
m25,22,NC_047701.1,1,42399,2,806,1.90099,0.0190099,37.2,60,2741073,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sieqvirus,Sieqvirus S42C7,0.019009882,0.13655953530661996,7.183607614721315,0
m25,24,NC_047838.1,1,204930,2,778,0.379642,0.00379642,40.3,32,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.003796418,0.061498012,16.198955820231376,0
m25,18,NC_033131.1,1,9166,2,610,6.65503,0.0901156,33.8,30.5,1923637,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 5,0.090115645,0.35934038981956523,3.9875472313391462,0
m25,15,NC_028093.1,1,182309,2,583,0.319787,0.00319787,39.8,0,1663209,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Ostreococcus lucimarinus virus 7,0.003197867,0.056459198,17.655265639540588,0
m25,7,NC_015279.1,1,190789,1,489,0.256304,0.00256304,36.5,60,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.002563041,0.050561563146240406,19.727178059525688,0
m25,27,NC_070963.1,1,240842,1,429,0.178125,0.00178125,32.5,33,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.001781251,0.042167261,23.67283809354651,0
m25,28,NC_076967.1,1,133999,2,400,0.29851,0.0029851,29.1,13,2597325,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus colobinegamma1,0.002985097,0.054554432,18.275598485412125,0
m25,4,NC_008913.1,1,3157,5,367,11.625,0.287932,41.3,2.2,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.28793158061450747,0.9776193980438166,3.3953184154283043,0
