sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
s14,190,NC_070963.1,1,240842,268,49554,20.5753,0.467036,38.7,29.4,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.46703648,1.4286651837107032,3.0590012639822657,4.22
s14,66,NC_020851.1,1,208007,176,45207,21.7334,0.385622,38.2,26.7,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.3856216377333455,1.0547983971532784,2.7353195307019145,2.77
s14,35,NC_015279.1,1,190789,134,39209,20.551,0.366326,38.1,26.2,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.36632615087871945,0.9917979123631763,2.7074177204770002,2.11
s14,30,NC_013085.1,1,194454,115,36923,18.988,0.270887,38,24.6,555387,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Gibbetvirus,Gibbetvirus rsm4,0.2708866878541969,0.8487255806330277,3.133138757596863,1.81
s14,157,NC_047838.1,1,204930,111,31431,15.3374,0.265125,37.8,25,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.2651246767188796,0.8803754751433929,3.320609330065808,1.75
s14,189,NC_070962.1,1,228827,106,23604,10.3152,0.180411,38.1,29.3,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,0.18041140250057905,0.6546014724957377,3.628381928318731,1.67
s14,122,NC_031935.1,1,186386,101,21980,11.7927,0.197794,37.9,36.4,1815522,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Cymopoleiavirus,Cymopoleiavirus swam2,0.19779382571652376,1.0280010182335957,5.197336238932539,1.59
s14,188,NC_070961.1,1,192454,63,21798,11.3263,0.140298,37.1,36.2,2783674,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Scyllavirus,Scyllavirus aitchnine,0.14029846093092374,0.43293875461884807,3.0858410829752896,0.99
s14,121,NC_031922.1,1,174830,104,19738,11.2898,0.222508,38.5,24.7,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.22250757879082536,1.000581060599935,4.496840359494271,1.64
s14,179,NC_055761.1,1,144311,77,18306,12.6851,0.227231,37.1,18.4,2100130,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Makelovirus,Makelovirus prm1,0.2272314653768597,0.7738449626845145,3.4055361188693882,1.21
