sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m24,1,NC_002519.1,1,39898,3,1118,2.80215,0.0280215,38.6,23.7,2905867,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Siovirus,Siovirus americense,0.028021454709509248,0.16503409582711004,5.889562035161035,0
m24,31,NC_048030.1,1,10313,1,1070,10.3753,0.103753,37.6,60,743571,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Jalkavirus,Jalkavirus S08C159,0.10375254533113545,0.30493926390093895,2.939101522065779,0
m24,11,NC_020481.1,1,34892,4,1036,2.96916,0.0334461,40.1,38.8,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,0.033446062,0.19959034951705903,5.967529113,0
m24,12,NC_020482.1,1,39921,1,866,2.16928,0.0216928,43.6,50,1283078,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Stopavirus,Stopavirus HTVC011P,0.021692843365647155,0.1456786323122265,6.715515797386136,0
m24,8,NC_016658.1,1,47741,2,862,1.80558,0.0180558,40.5,60,445693,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Cheungvirus,Cheungvirus NATL1A7,0.018055759,0.1331531027065241,7.374550204538477,0
m24,21,NC_028955.1,1,197361,2,702,0.355693,0.00355693,38,30.5,1542477,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Haifavirus,Haifavirus tim68,0.003556934,0.059533872,16.737413947233005,0
m24,35,NC_076967.1,1,133999,9,663,0.49478,0.0130374,28.6,1.33,2597325,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus colobinegamma1,0.013037410726945723,0.2612011843919363,20.03474385079283,0
m24,19,NC_021864.1,1,55282,1,654,1.18303,0.0118303,38.5,60,948071,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Puniceispirillum phage HMO-2011,0.011830252161643936,0.10812167819376357,9.139422957045317,0
m24,22,NC_032202.1,1,5201,2,652,12.5361,0.125361,34.5,20.5,1922725,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai tombus-like virus 4,0.12536050759469333,0.33112724250700887,2.6413999820229344,0
m24,2,NC_002577.1,1,164270,5,649,0.395081,0.00588056,31.1,1.2,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.005880562,0.0985164,16.75288720010161,0
