sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
s07,223,NC_070963.1,1,240842,4661,98439,40.8729,7.13013,38.4,28.5,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,7.130130957225068,30.42673554042325,4.267345960818767,10.95
s07,83,NC_020851.1,1,208007,2753,97350,46.8013,5.34521,38.4,28.9,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,5.345214343748047,16.24767295253589,3.039667243941255,6.47
s07,44,NC_015279.1,1,190789,1132,53306,27.9398,2.51739,38.4,26.4,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,2.517393560425391,8.479890666778541,3.3685200439400513,2.66
s07,222,NC_070962.1,1,228827,976,41698,18.2225,1.75514,38.5,25.7,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,1.7551381611435712,10.792906324608253,6.149320072658022,2.29
s07,177,NC_047838.1,1,204930,752,41327,20.1664,1.5174,38.4,21.1,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,1.5173961840628507,6.2884317284747135,4.144225347685628,1.77
s07,36,NC_013085.1,1,194454,571,40663,20.9114,1.38512,37.9,22,555387,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Gibbetvirus,Gibbetvirus rsm4,1.3851245024530223,11.000603868043777,7.941960342598786,1.34
s07,221,NC_070961.1,1,192454,279,33752,17.5377,0.620938,37.9,28.1,2783674,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Scyllavirus,Scyllavirus aitchnine,0.6209379903769212,2.6568757961547806,4.278810182868673,0.66
s07,140,NC_031935.1,1,186386,17664,32037,17.1885,26.6982,39.3,59.2,1815522,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Cymopoleiavirus,Cymopoleiavirus swam2,26.69823377292286,665.5217228422945,24.927556201012123,41.52
s07,138,NC_031922.1,1,174830,395,30073,17.2013,0.92463,38.4,25.7,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.9246296402219298,4.2103379066753375,4.553539842898364,0.93
s07,13,NC_006820.1,1,196280,1743,27549,14.0356,1.43799,38.4,33.5,238854,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nodensvirus,Nodensvirus spm2,1.4379916445893621,29.16435120086705,20.28130782998765,4.1
s07,182,NC_048049.1,1,181082,454,26886,14.8474,0.945323,38.5,21.6,2268578,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Tamkungvirus,Tamkungvirus ST4,0.9453231132856937,5.637379039467119,5.963441452175094,1.07
s07,137,NC_031906.1,1,198190,148,23474,11.8442,0.292426,38.2,29,1883366,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Charybdisvirus,Charybdisvirus scam3,0.29242645945809576,1.2839351582018388,4.390625802,0.35
s07,209,NC_055761.1,1,144311,395,22122,15.3294,1.02068,38.5,28.5,2100130,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Makelovirus,Makelovirus prm1,1.0206844939055235,5.099365537401768,4.996025283,0.93
s07,91,NC_020867.1,1,44892,332,22005,49.0176,3.53749,38.3,46.9,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,3.5374899759422616,11.010685016837622,3.112569955454013,0.78
s07,113,NC_025464.1,1,44147,1120,21780,49.3352,10.0458,37.2,8.91,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,10.045801526717558,64.76495159822404,6.446967066388564,2.63
s07,133,NC_031235.1,1,194437,423,21417,11.0149,0.711331,38.2,24.4,1278479,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bristolvirus,Bristolvirus rhodeisland,0.7113306623739308,4.240468766021704,5.961318681061695,0.99
s07,186,NC_048183.1,1,41824,439,20030,47.8912,4.09198,37.9,0.581,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,4.091980680948738,11.412005281071949,2.7888707623189566,1.03
s07,57,NC_015465.1,1,33004,91,18515,56.0993,1.87329,37.2,57,753085,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS3,1.8732880862925705,3.079001066789469,1.6436345745854437,0.21
s07,110,NC_025456.1,1,46547,219,16184,34.7692,2.18356,38.2,30.4,1273711,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,unclassified Autographiviridae genus,Synechococcus phage S-CBP1,2.1835564053537286,5.131634989035723,2.350127057150335,0.51
s07,15,NC_006883.2,1,252401,160,15305,6.06376,0.214769,38.5,11.1,268746,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Salacisavirus,Salacisavirus pssm2,0.21476935511349005,1.382531772594869,6.437286045135727,0.38
