sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m09,10,NC_032206.1,1,8955,22,3130,34.9525,1.77085,35.2,45.5,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,1.770854271,3.168659216,1.789339341,2.88
m09,20,NC_040628.1,1,8620,4,1838,21.3225,0.32935,32.2,47,2480178,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Halhan virus 3,0.329350348,0.673148777,2.043868425,0.52
m09,13,NC_032617.1,1,8626,9,1799,20.8556,0.828194,33.2,60,1922535,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 107,0.828193833,2.129566826,2.571338667,1.18
m09,11,NC_032517.1,1,1404,12,1334,95.0142,7.01852,32.5,53.8,1922355,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai barnacle virus 11,7.018518519,4.038235923,0.575368707,1.57
m09,28,NC_077036.1,1,6089,2,1214,19.9376,0.254393,31.5,33,748192,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,uncultured densovirus,0.254393168,0.54745938,2.152020764,0.26
m09,9,NC_032154.1,1,3073,27,1188,38.6593,5.50439,34,31.1,1922709,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sphaeromadae virus 3,5.504393101,8.988588613,1.632984499,3.54
m09,4,NC_022790.1,1,4129,5,879,21.2884,0.666505,35.4,60,1385658,Viruses,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Marine gokushovirus,0.666505207,1.408359782,2.113051432,0.66
m09,18,NC_038532.1,1,5050,6,866,17.1485,0.544554,35.4,13.5,1979755,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Aquambidensovirus,Aquambidensovirus asteroid1,0.544554455,1.366970724,2.510255329,0.79
m09,17,NC_033778.1,1,111453,2,451,0.404655,0.00583205,35.4,0.5,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,0.005832055,0.096793873,16.59687316,0.26
m09,0,NC_001716.2,1,153080,1,448,0.292657,0.00292657,32.4,0,10372,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta7,0.002926574,0.054018603,18.45796383,0.13
