sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy13,78,NC_070963.1,1,240842,9,3207,1.33158,0.0211965,36.6,15.2,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.021196469,0.220998383,10.42618857,0.01
oy13,48,NC_032206.1,1,8955,16,2800,31.2674,0.891681,34.2,30.7,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,0.891680625,1.639780807,1.838977724,0.02
oy13,28,NC_019491.1,1,291144,4822,1929,0.662559,5.95723,31.1,0.0305,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,5.957234221,100.6558831,16.89641189,6.2
oy13,1,NC_001650.2,1,184439,17,1153,0.625139,0.0355565,29.4,0,12657,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,0.035556471,0.507229655,14.26546667,0.02
oy13,29,NC_019495.1,1,290304,288,1066,0.367201,0.247079,31.8,0.0243,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.247078924,5.254530412,21.26660714,0.37
oy13,46,NC_031944.1,1,185102,2,973,0.525656,0.0104699,34.4,60,1815521,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Sokavirus,Sokavirus swam1,0.010469903,0.144176863,13.77060151,0
oy13,2,NC_001664.4,1,159378,409,957,0.600459,0.841452,35,7.31,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.841452396,15.44049038,18.34980855,0.53
oy13,6,NC_002577.1,1,164270,3,912,0.555184,0.00671456,28.3,1,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.006714555,0.094841499,14.12476246,0
oy13,51,NC_033778.1,1,111453,21497,890,0.798543,58.4076,38.9,5.35,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,58.40757988,908.8092046,15.55978191,27.66
oy13,77,NC_070962.1,1,228827,3,836,0.365342,0.00607883,38.5,17,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,0.006078828,0.104368109,17.16911663,0
oy13,4,NC_001875.2,1,131995,1075,765,0.579567,2.59474,35,7.4,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,2.594742225,45.06166824,17.36652983,1.38
oy13,49,NC_032481.1,1,9054,3,765,8.4493,0.101392,36.9,33.7,1922435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai mollusks virus 2,0.10139165,0.353424108,3.485731888,0
oy13,86,NC_077221.1,1,1421182,6,737,0.0518582,0.00300384,39.2,14.2,1499987,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Schizomimiviridae,Biavirus,Biavirus raunefjordenense,0.003003838,0.132520046,44.11691354,0.01
oy13,71,NC_047838.1,1,204930,4,712,0.347436,0.0138291,37.6,59.2,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.013829112,0.234371535,16.94769186,0.01
oy13,82,NC_075036.1,1,1385869,27,600,0.0432941,0.00259981,34.3,10.5,2024608,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Theiavirus,Theiavirus salishense,0.002599813,0.173744906,66.8297751,0.03
oy13,0,NC_001350.1,1,112930,5,597,0.528646,0.0189852,37.8,0.8,10381,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus saimiriinegamma2,0.018985212,0.286155903,15.07256814,0.01
oy13,5,NC_001987.1,1,108409,8,557,0.513795,0.0232361,37.5,1.75,85618,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus atelinegamma3,0.023236078,0.366685289,15.78085968,0.01
oy13,12,NC_007346.1,1,407339,6,546,0.134041,0.00243041,37.5,1.5,181082,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Coccolithovirus,Emiliania huxleyi virus 86,0.002430408,0.076335264,31.40841424,0.01
oy13,34,NC_023009.1,1,127188,8,464,0.364814,0.0261345,39.5,1,1007127,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus Sb1,0.026134541,0.443874213,16.98419776,0.01
oy13,39,NC_025463.1,1,49640,6,454,0.914585,0.0283441,31.6,3.5,1458862,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Shewanella sp. phage 1/44,0.028344077,0.349199611,12.32002039,0.01
oy13,35,NC_023503.1,1,48800,5,441,0.903689,0.041168,38.5,60,1392231,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Aliceevansviridae,Brussowvirus,Brussowvirus 20617,0.041168033,0.433965073,10.54131189,0.01
oy13,18,NC_008912.1,1,3141,13,440,14.0083,1.24706,38.2,6.54,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,1.247055078,3.271843804,2.623656214,0.02
oy13,3,NC_001716.2,1,153080,1,422,0.275673,0.00275673,27.3,0,10372,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta7,0.002756729,0.052432137,19.01969545,0
oy13,52,NC_034446.1,1,147346,3,397,0.269434,0.00493396,31.9,3,35243,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Simplexvirus,Simplexvirus atelinealpha1,0.004933965,0.10141363,20.55418541,0
oy13,70,NC_047730.1,1,140906,9,387,0.274651,0.0174017,36.8,3.33,1610831,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus G1,0.017401672,0.374284181,21.5085183,0.01
oy13,59,NC_040536.1,1,183261,1623,329,0.179525,0.864139,36.6,12.1,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.864139124,35.51558092,41.09937848,2.09
oy13,10,NC_007066.1,1,138715,1,315,0.227084,0.00227084,37.9,1,2908166,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus G1,0.002270843,0.047599227,20.96103717,0
oy13,16,NC_008603.1,1,321240,2,309,0.0961898,0.00165297,36,18,399781,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.00165297,0.055067065,33.31401863,0
oy13,47,NC_032111.1,1,163005,2,300,0.184043,0.00273611,39.6,36.5,67082,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Oryzopoxvirus,BeAn 58058 virus,0.002736112,0.067230813,24.5716561,0
oy13,81,NC_074583.1,1,4387,6,293,6.67882,0.153636,33.8,5.33,2786405,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus pelohabitans,0.153635742,0.776983921,5.05731226,0.01
oy13,68,NC_044937.1,1,326592,4,289,0.0884896,0.00245873,38.1,1,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.002458725,0.088206736,35.87498679,0.01
oy13,32,NC_021901.1,1,197693,49,269,0.13607,0.0565624,35.8,6.98,345198,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Chloriridovirus,Invertebrate iridescent virus 22,0.056562448,1.586308283,28.04525517,0.06
oy13,19,NC_008913.1,1,3157,5,255,8.07729,0.32911,39.8,3.8,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.329109914,1.150264709,3.495077657,0.01
oy13,44,NC_029302.1,1,6038,2,253,4.19013,0.0799934,35.9,1.5,1798085,Viruses,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,unclassified Totiviridae genus,Piscine myocarditis-like virus,0.079993375,0.387012406,4.838055705,0
oy13,25,NC_015280.1,1,181044,2,232,0.128146,0.00256291,35.7,6.5,445700,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Eurybiavirus,Eurybiavirus PHM2,0.002562913,0.071548985,27.91705695,0
oy13,31,NC_021312.1,1,459984,104,226,0.0491321,0.01162,35.5,1.25,251749,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prymnesiovirus,Phaeocystis globosa virus,0.011619969,1.059371068,91.16814619,0.13
oy13,27,NC_016072.1,1,1259197,2,214,0.016995,0.0002446,35.1,6,1094892,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Megavirus,Megavirus chilense,0.0002446,0.019845453,81.13420352,0
oy13,69,NC_047726.1,1,148243,1,200,0.134914,0.00134914,38.2,1,1195079,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus G1,0.001349136,0.036705804,27.20689251,0
oy13,21,NC_010191.2,1,186713,19,195,0.104438,0.0144286,39,1.16,1785753,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Prasinovirus ostreotauri,0.014428561,0.487882272,33.81364612,0.02
oy13,43,NC_028092.1,1,193301,292,191,0.0988096,0.192813,38.3,4.02,1663210,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Ostreococcus mediterraneus virus 1,0.192813281,6.901283471,35.79257321,0.38
oy13,14,NC_008168.1,1,104710,46311,181,0.172858,38.5431,35.5,9.21,56947,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus chofumiferanae,38.54305224,1327.965577,34.45408447,59.59
oy13,72,NC_055022.1,1,41149,13,177,0.430144,0.0478991,36.6,7.62,2495554,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Coventryvirus,Coventryvirus SP197,0.047899098,0.757548723,15.8155111,0.02
