sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy27,4,NC_019491.1,1,291144,2758,1987,0.68248,4.1276,30.2,0.0428,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,4.127596653,65.00892764,15.74982565,59.29
oy27,10,NC_033778.1,1,111453,591,802,0.719586,1.07651,38.6,3.64,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,1.076507586,20.3743061,18.92630053,12.7
oy27,5,NC_019495.1,1,290304,75,755,0.260072,0.0654383,31.6,0.0267,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.065438299,1.412787772,21.58961633,1.61
oy27,6,NC_021901.1,1,197693,9,258,0.130505,0.00969179,35.7,2.22,345198,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Chloriridovirus,Invertebrate iridescent virus 22,0.009691795,0.284020517,29.30525472,0.19
oy27,0,NC_001650.2,1,184439,1,197,0.10681,0.0010681,26.8,0,12657,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,0.001068104,0.032664399,30.58167063,0.02
oy27,2,NC_008168.1,1,104710,301,166,0.158533,0.249155,35.7,9.15,56947,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus chofumiferanae,0.249154809,8.568617686,34.39073778,6.47
oy27,13,NC_043314.1,1,140906,2,151,0.107164,0.00154713,30.2,0.5,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.001547131,0.049957239,32.29025082,0.04
oy27,8,NC_028092.1,1,193301,3,150,0.0775992,0.00209518,40.7,1,1663210,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Ostreococcus mediterraneus virus 1,0.002095178,0.077671274,37.07144426,0.06
oy27,14,NC_043508.1,1,3335,1,145,4.34783,0.0434783,34.9,3,1587509,Viruses,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Chrysoviridae,Alphachrysovirus,Alphachrysovirus perseae,0.043478261,0.20393112,4.69041576,0.02
oy27,9,NC_032111.1,1,163005,1,134,0.0822061,0.000822061,39.1,4,67082,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Oryzopoxvirus,BeAn 58058 virus,0.000822061,0.028659813,34.86337941,0.02
oy27,12,NC_040536.1,1,183261,438,130,0.0709371,0.235964,35.6,12.5,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.235964008,9.907765474,41.98846076,9.42
oy27,1,NC_002687.1,1,335593,1,101,0.030096,0.00030096,42.6,10,37665,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Ectocarpus siliculosus virus 1,0.00030096,0.017345582,57.63421701,0.02
oy27,16,NC_075367.1,1,1224839,1,98,0.00800105,8.00E-05,41,9,2496520,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Megavirus,Megavirus baoshanense,8.00E-05,0.008944502,111.791579,0.02
oy27,11,NC_035797.1,1,142974,319,88,0.0615497,0.148412,31.6,0.498,2029293,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,unclassified Poxviridae genus,Squirrelpox virus Berlin_2015,0.148411599,6.800935983,45.82482781,6.86
oy27,3,NC_017974.1,1,149273,66,79,0.0529232,0.0277277,36.4,0.0303,1162295,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Certrevirus,Certrevirus CR3,0.02772772,1.3397591,48.31840061,1.42
oy27,7,NC_024354.1,1,149162,84,79,0.0529626,0.035029,36.4,0.0119,1327934,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Certrevirus,Certrevirus CR8,0.035029029,1.699407949,48.51427532,1.81
oy27,15,NC_043529.1,1,113971,1,53,0.0465031,0.000465031,40.2,1,2083176,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus oxochraceae,0.000465031,0.021559553,46.36158136,0.02
