sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
sd2,158,NC_033131.1,1,9166,1328,7964,86.8863,60.902,38,35.5,1923637,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 5,60.90202924,74.4181298,1.221931859,8.22
sd2,103,NC_026654.1,1,2142,34,1840,85.901,5.01214,37.6,36.6,1618249,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Avon-Heathcote Estuary associated circular virus 25,5.012138189,4.119576162,0.821919909,0.21
sd2,54,NC_020481.1,1,34892,3936,29571,84.7501,31.4969,39.4,38.6,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,31.49693339,113.869783,3.615265702,24.37
sd2,87,NC_022790.1,1,4129,282,3141,76.0717,20.8055,38.5,54.6,1385658,Viruses,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Marine gokushovirus,20.80552192,25.32968297,1.217450015,1.75
sd2,191,NC_048030.1,1,10313,75,7526,72.9759,2.59187,38.5,55.2,743571,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Jalkavirus,Jalkavirus S08C159,2.591874333,3.046572771,1.175432285,0.46
sd2,142,NC_032202.1,1,5201,109,3709,71.3132,8.11902,37.3,38.6,1922725,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai tombus-like virus 4,8.119015574,8.912457762,1.097726403,0.67
sd2,192,NC_048031.1,1,20430,398,13013,63.6955,6.74998,38.4,40.5,743543,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Pekhitvirus,Pekhitvirus S04C24,6.749975526,11.8735689,1.759053623,2.46
sd2,45,NC_016658.1,1,47741,966,25498,53.409,6.71783,37.9,44.3,445693,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Cheungvirus,Cheungvirus NATL1A7,6.717831633,17.86985053,2.66006228,5.98
sd2,86,NC_021864.1,1,55282,475,29011,52.4782,2.06054,38.9,43,948071,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Puniceispirillum phage HMO-2011,2.060544119,10.3693506,5.03233612,2.94
sd2,63,NC_020847.1,1,38327,187,17877,46.6434,1.77924,38.9,5.42,889955,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Prochlorococcus phage MED4-184,1.779241788,4.647568689,2.612106303,1.16
sd2,173,NC_047703.1,1,37553,77,17376,46.2706,0.770644,39.7,43.1,2741076,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Fussvirus,Fussvirus S30C28,0.770644156,1.187163142,1.540481599,0.48
sd2,56,NC_020483.1,1,42084,100,19373,46.0341,1.08081,39.3,41.1,1283079,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Pelagivirus,Pelagivirus HTVC019P,1.080814561,2.194179195,2.030116241,0.62
sd2,102,NC_026642.1,1,2817,4,1232,43.7345,0.43841,34.7,31,1618238,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Avon-Heathcote Estuary associated circular virus 15,0.438409656,0.498333779,1.136685226,0.02
sd2,68,NC_020857.1,1,38834,180,16921,43.5726,1.57792,39.4,8.81,889954,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Cyanophage MED4-117,1.577921409,3.975781313,2.519632023,1.11
sd2,171,NC_047701.1,1,42399,211,18266,43.0812,1.56839,40.3,56,2741073,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sieqvirus,Sieqvirus S42C7,1.568386047,8.437671953,5.379843802,1.31
sd2,250,NC_077036.1,1,6089,10,2575,42.2894,0.673181,40,28.2,748192,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,uncultured densovirus,0.673181146,0.923910097,1.372453911,0.06
sd2,112,NC_027786.1,1,2293,28,966,42.1282,3.90885,39,39.5,1692257,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Palaemonetes intermedius brackish grass shrimp associated circular virus,3.908853031,7.618348129,1.948998355,0.17
sd2,243,NC_076286.1,1,2358,10,949,40.246,1.15182,36.2,56,2584390,Viruses,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus dichism1,1.151823579,2.400315144,2.083926034,0.06
sd2,99,NC_026260.1,1,2290,2,893,38.9956,0.502183,36.3,60,1592085,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Sewage-associated circular DNA virus-18,0.502183406,0.688802861,1.371616132,0.01
sd2,123,NC_028955.1,1,197361,513,73915,37.4517,0.895841,38.6,36.4,1542477,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Haifavirus,Haifavirus tim68,0.895840617,1.991436152,2.222980421,3.18
sd2,6,NC_002519.1,1,39898,81,12423,31.1369,0.756905,38,22.9,2905867,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Siovirus,Siovirus americense,0.756905108,2.254549222,2.978641838,0.5
sd2,164,NC_040317.1,1,2213,14,665,30.0497,2.42296,36.7,60,2041417,Viruses,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykibivirus,Gemykibivirus haeme2,2.422955264,4.555532425,1.8801554,0.09
