sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
sd4,113,NC_026654.1,1,2142,13,1750,81.6993,2.59197,39.2,53.2,1618249,Viruses,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Avon-Heathcote Estuary associated circular virus 25,2.591970121,2.497933963,0.9637202,0.07
sd4,156,NC_032202.1,1,5201,390,4204,80.8306,21.0829,37.4,26.7,1922725,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai tombus-like virus 4,21.08286868,44.25040892,2.098879882,2.06
sd4,214,NC_048030.1,1,10313,68,8268,80.1707,2.64695,38.9,56.4,743571,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Jalkavirus,Jalkavirus S08C159,2.646950451,2.49400613,0.942218669,0.36
sd4,170,NC_033131.1,1,9166,2070,7291,79.544,101.818,38,37.5,1923637,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 5,101.8175867,117.8956697,1.157910667,10.91
sd4,63,NC_020481.1,1,34892,3879,27325,78.3131,33.3709,39.6,40.9,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,33.37091597,110.8427582,3.32153778,20.44
sd4,53,NC_016658.1,1,47741,2125,31667,66.3308,11.7873,37.9,39,445693,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Cheungvirus,Cheungvirus NATL1A7,11.78728975,60.57655735,5.139142129,11.2
sd4,215,NC_048031.1,1,20430,640,13253,64.8703,9.96882,38.2,47.1,743543,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Pekhitvirus,Pekhitvirus S04C24,9.968820362,24.74341074,2.48208011,3.37
sd4,94,NC_022790.1,1,4129,232,2632,63.7442,17.3945,38.5,53.7,1385658,Viruses,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Marine gokushovirus,17.39452652,20.1791823,1.160088047,1.22
sd4,282,NC_076286.1,1,2358,23,1252,53.0958,2.54877,37.6,52.4,2584390,Viruses,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus dichism1,2.548770144,5.517567419,2.164796002,0.12
sd4,93,NC_021864.1,1,55282,296,27439,49.6346,2.06279,39,26.8,948071,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Puniceispirillum phage HMO-2011,2.062787164,5.267424352,2.553547183,1.56
sd4,72,NC_020847.1,1,38327,114,18803,49.0594,1.26086,39.7,4.29,889955,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Prochlorococcus phage MED4-184,1.26086049,2.014337401,1.597589438,0.6
sd4,190,NC_047701.1,1,42399,180,20647,48.6969,1.46053,39.9,54.1,2741073,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sieqvirus,Sieqvirus S42C7,1.460529729,4.587978411,3.141311209,0.95
sd4,192,NC_047703.1,1,37553,76,17904,47.6766,0.809443,39.8,39.3,2741076,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Fussvirus,Fussvirus S30C28,0.809442654,1.123512004,1.388006918,0.4
sd4,65,NC_020483.1,1,42084,130,19244,45.7276,1.05007,40,35,1283079,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Pelagivirus,Pelagivirus HTVC019P,1.050066534,1.672427383,1.592687062,0.69
sd4,109,NC_026260.1,1,2290,4,1044,45.5895,0.609607,37.9,11.8,1592085,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Sewage-associated circular DNA virus-18,0.609606987,0.738518713,1.211466943,0.02
