sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m32,24,NC_019491.1,1,291144,228,3568,1.22551,0.208828,28.2,0.0482,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.208827934,3.438126781,16.46392183,0.1
m32,2,NC_001716.2,1,153080,84,3047,1.99046,0.146538,28.2,0.0833,10372,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta7,0.146537758,1.324210413,9.036649876,0.04
m32,54,NC_076967.1,1,133999,324,2625,1.95897,0.55981,28,2.82,2597325,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus colobinegamma1,0.559810148,7.288922043,13.0203464,0.15
m32,26,NC_020481.1,1,34892,6,1669,4.78333,0.0569758,38.5,26.5,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,0.056975811,0.26835529,4.709986309,0
m32,25,NC_019495.1,1,290304,58,1240,0.427138,0.0408537,28.4,0,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.040853726,0.738571889,18.07844635,0.03
m32,47,NC_047838.1,1,204930,2,1186,0.578734,0.00578734,36.1,58.5,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.005787342,0.075854128,13.10690252,0
m32,5,NC_002577.1,1,164270,346,1120,0.681804,0.536574,28.8,1.8,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.536573933,7.556367496,14.08262129,0.16
m32,33,NC_026421.1,1,182380,25,882,0.483606,0.0298662,28.5,1.68,10371,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma5,0.029866213,0.697143447,23.34221072,0.01
m32,27,NC_020878.1,1,44945,1,782,1.7399,0.017399,40.5,26,382262,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Lingvirus,Lingvirus PGSP1,0.017399043,0.130752884,7.514946743,0
m32,4,NC_002519.1,1,39898,1,726,1.81964,0.0181964,36.8,38,2905867,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Siovirus,Siovirus americense,0.018196401,0.133661108,7.345469547,0
m32,29,NC_021864.1,1,55282,1,637,1.15227,0.0115227,37,60,948071,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Puniceispirillum phage HMO-2011,0.011522738,0.106723777,9.262015405,0
m32,17,NC_013036.1,1,158091,4,513,0.324497,0.00574985,32.1,1,104388,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus anatidalpha1,0.005749853,0.113978434,19.82284343,0
m32,20,NC_014789.1,1,184409,1,466,0.252699,0.00252699,39.4,1,696472,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Ostreococcus tauri virus 2,0.002526992,0.050205637,19.86774944,0
m32,1,NC_001664.4,1,159378,3,465,0.291759,0.00380856,29.6,0.333,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.003808556,0.074672471,19.60650587,0
m32,12,NC_008912.1,1,3141,6,404,12.8621,0.377268,39.8,1.83,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.377268386,1.15744575,3.067963797,0
m32,13,NC_008913.1,1,3157,582,381,12.0684,27.9081,39.9,1.67,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,27.90814064,105.6211657,3.784600597,0.26
m32,48,NC_048671.1,1,40907,1,344,0.840932,0.00840932,39.5,10,2847823,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Veravirus,Veravirus septentrionalis,0.008409319,0.091315946,10.85889947,0
m32,40,NC_033131.1,1,9166,1,340,3.70936,0.0370936,38.5,35,1923637,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 5,0.037093607,0.188991193,5.094980229,0
m32,3,NC_001875.2,1,131995,23,327,0.247737,0.0372817,39.3,1,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.037281715,0.835341636,22.40620184,0.01
m32,21,NC_015279.1,1,190789,1,318,0.166676,0.00166676,39.6,3,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.001666763,0.040791968,24.47376981,0
m32,41,NC_034266.1,1,204237,1,310,0.151784,0.00151784,28.1,0,93386,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus columbidalpha1,0.001517844,0.038929945,25.64817795,0
m32,0,NC_001650.2,1,184439,2,291,0.157776,0.00273261,37.6,0,12657,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,0.002732611,0.070956679,25.96662499,0
m32,50,NC_074583.1,1,4387,1,291,6.63323,0.0663323,36.7,60,2786405,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus pelohabitans,0.066332346,0.248862142,3.751746443,0
m32,37,NC_032111.1,1,163005,1,287,0.176068,0.00176068,30.5,60,67082,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Oryzopoxvirus,BeAn 58058 virus,0.001760682,0.041923528,23.81095698,0
m32,15,NC_009127.1,1,295146,390,251,0.0850427,0.12034,28.6,0.0205,180230,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo3,0.120340442,4.639908149,38.55651587,0.18
m32,38,NC_032202.1,1,5201,1,248,4.76831,0.0476831,36.2,15,1922725,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai tombus-like virus 4,0.047683138,0.213094946,4.4689791,0
m32,51,NC_075687.1,1,160649,4,240,0.149394,0.00441957,34.3,0.75,104388,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus anatidalpha1,0.004419573,0.12406833,28.0724692,0
m32,36,NC_028955.1,1,197361,1,233,0.118058,0.00118058,38.2,16,1542477,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Haifavirus,Haifavirus tim68,0.001180578,0.034339248,29.08681692,0
m32,30,NC_022790.1,1,4129,1,227,5.4977,0.054977,34.4,60,1385658,Viruses,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,unclassified Microviridae genus,Marine gokushovirus,0.054976992,0.227935347,4.146013424,0
m32,52,NC_076286.1,1,2358,1,219,9.28753,0.0928753,39.6,60,2584390,Viruses,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus dichism1,0.092875318,0.290257633,3.125239717,0
m32,10,NC_008168.1,1,104710,200870,197,0.188139,160.072,38.3,20.2,56947,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus chofumiferanae,160.072314,5518.319974,34.47391892,90.42
m32,19,NC_014765.1,1,198519,1,182,0.0916789,0.000916789,36.1,60,880159,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Bathycoccus sp. RCC1105 virus BpV,0.000916789,0.030264638,33.01156973,0
m32,32,NC_025443.1,1,52869,2,181,0.342356,0.0060527,43.3,31,1113547,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Nonanavirus,Nonanavirus nv9NA,0.006052696,0.1061807,17.54271071,0
m32,46,NC_047701.1,1,42399,1,181,0.426897,0.00426897,40.6,60,2741073,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sieqvirus,Sieqvirus S42C7,0.004268969,0.065197734,15.27247913,0
m32,8,NC_007346.1,1,407339,1,173,0.0424708,0.000424708,33.2,0,181082,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Coccolithovirus,Emiliania huxleyi virus 86,0.000424708,0.02060406,48.51351042,0
m32,43,NC_040536.1,1,183261,19065,171,0.0933095,8.11884,41.2,11.5,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,8.118835977,351.3186181,43.27204282,8.58
m32,44,NC_043314.1,1,140906,42,158,0.112131,0.0371808,38.1,0.976,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.037180816,1.15246593,30.99625201,0.02
m32,11,NC_008908.1,1,3083,3,154,4.99513,0.128771,36.1,1.67,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.128770678,0.579092437,4.497083083,0
m32,31,NC_024486.1,1,43734,2,147,0.336123,0.00521334,35.5,4.5,1520006,Viruses,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Duck aviadenovirus B,0.005213335,0.094288749,18.08607076,0
m32,49,NC_074405.1,1,3924,3,103,2.62487,0.0680428,38.9,12.3,2786389,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Kinglevirus,Kinglevirus lutadaptatum,0.068042813,0.432153348,6.351197516,0
m32,34,NC_026440.1,1,2243109,1,85,0.00378938,3.79E-05,37.6,3,1605721,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,Pandoravirus,Pandoravirus inopinatum,3.79E-05,0.00615568,162.4454298,0
m32,42,NC_035797.1,1,142974,22,83,0.0580525,0.0105194,30.9,0.818,2029293,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,unclassified Poxviridae genus,Squirrelpox virus Berlin_2015,0.010519395,0.476350333,45.28305353,0.01
m32,14,NC_008976.1,1,4188,8,78,1.86246,0.122015,36.2,1,265522,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fugitivi,0.122015282,0.950123175,7.786919484,0
m32,9,NC_007646.1,1,135135,19,74,0.0547601,0.00975321,28.1,1,10398,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Macavirus,Macavirus ovinegamma2,0.00975321,0.419747366,43.03684392,0.01
m32,6,NC_003663.2,1,224499,1,68,0.0302897,0.000302897,23,1,10243,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,Cowpox virus,0.000302897,0.017401291,57.44959427,0
m32,22,NC_015280.1,1,181044,1,65,0.0359029,0.000359029,40.4,0,445700,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Eurybiavirus,Eurybiavirus PHM2,0.000359029,0.018944652,52.76639373,0
m32,53,NC_076945.1,1,132068,1,63,0.0477027,0.000477027,39.2,0,2880838,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Gammanudivirus,Gammanudivirus cracrangonis,0.000477027,0.021835737,45.77463774,0
m32,28,NC_021073.1,1,107218,7,61,0.0568934,0.0036188,35.1,1.43,573174,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Vibrio phage henriette 12B8,0.003618795,0.156993448,43.38279257,0
m32,39,NC_033003.1,1,8681,2,61,0.702684,0.0135929,45.9,1,1923144,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei picorna-like virus 61,0.013592904,0.162911831,11.98506444,0
m32,23,NC_018874.1,1,211518,1,60,0.0283664,0.000283664,45.4,1,1241371,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Malacoherpesviridae,Aurivirus,Aurivirus haliotidmalaco1,0.000283664,0.016839933,59.36581508,0
m32,35,NC_027925.1,1,496396,1,50,0.0100726,0.000100726,26,1,1100043,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Apis mellifera filamentous virus,0.000100726,0.010035731,99.63392996,0
m32,16,NC_011588.1,1,127615,2,47,0.0368295,0.000736591,32.6,1,92521,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus oryrhinocerotis,0.000736591,0.038374972,52.09810712,0
m32,45,NC_043329.1,1,12859,1,46,0.357726,0.00357726,38.2,3,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.003577261,0.059703134,16.68962187,0
