sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
s20,185,NC_070962.1,1,228827,4909,127742,55.8247,6.4212,38.1,44.8,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,6.421204665533351,39.21883572315418,6.107706850346379,9.97
s20,26,NC_015279.1,1,190789,2494,105219,55.1494,4.65969,37.7,32.8,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,4.659692121,13.752046948275762,2.951278022733605,5.06
s20,186,NC_070963.1,1,240842,3054,94927,39.4146,4.08386,38.6,25.5,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,4.083864110080468,14.774861875152585,3.6178632483590314,6.2
s20,142,NC_047838.1,1,204930,2355,93904,45.8225,3.9513,38,23.6,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,3.9512955643390426,16.74207809515378,4.237111049,4.78
s20,60,NC_020851.1,1,208007,2486,91175,43.8327,4.23385,38.4,26,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,4.233847899349541,15.635399602287421,3.692952598672601,5.05
s20,112,NC_031922.1,1,174830,7611,87566,50.0864,11.5318,37.3,19.9,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,11.531802322255906,135.82918001083752,11.778660110110694,15.45
s20,22,NC_013085.1,1,194454,1363,74572,38.3494,2.26155,38.2,35,555387,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Gibbetvirus,Gibbetvirus rsm4,2.2615477182264185,15.375038189158808,6.798458447393021,2.77
s20,173,NC_055761.1,1,144311,3830,70795,49.0572,9.47803,37.8,24.7,2100130,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Makelovirus,Makelovirus prm1,9.478030087796496,54.71713720398401,5.773049536362566,7.78
s20,114,NC_031935.1,1,186386,742,55602,29.8316,1.33586,38.2,25.3,1815522,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Cymopoleiavirus,Cymopoleiavirus swam2,1.3358567703582886,5.635021949799191,4.218283033657739,1.51
s20,184,NC_070961.1,1,192454,565,48687,25.298,0.965524,37.8,24.6,2783674,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Scyllavirus,Scyllavirus aitchnine,0.9655242291664502,3.7416103464625885,3.875211241,1.15
