sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
s02,158,NC_070963.1,1,240842,276,46819,19.4397,0.508516,38.4,28.9,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.5085159565192118,1.4741371771055791,2.898900532435674,13.59
s02,55,NC_020851.1,1,208007,156,40151,19.3027,0.327402,38.4,30.4,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.3274024431870081,0.9217752811160548,2.815419677823077,7.68
s02,157,NC_070962.1,1,228827,71,13878,6.06484,0.126353,39,27.1,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,0.1263530964440385,0.7634058806435983,6.041845448415338,3.5
s02,31,NC_015279.1,1,190789,52,13692,7.17651,0.143363,37.9,29.9,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.14336256283119048,0.6605678066624218,4.607672976941971,2.56
s02,129,NC_047838.1,1,204930,76,11933,5.82296,0.148231,38.3,22.3,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.14823110330356706,1.014558024002143,6.844434139604279,3.74
s02,156,NC_070961.1,1,192454,44,10656,5.53691,0.117254,37.6,39.1,2783674,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Scyllavirus,Scyllavirus aitchnine,0.11725399316200234,0.9877086760623552,8.423667709957659,2.17
s02,61,NC_020867.1,1,44892,48,9525,21.2176,0.412145,38.4,39.3,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.41214470284237725,1.0857030885019672,2.6342764592492873,2.36
s02,95,NC_031922.1,1,174830,30,8246,4.71658,0.0695418,37.2,26.3,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.069541841,0.34489528240925443,4.959536290805227,1.48
s02,148,NC_055761.1,1,144311,42,8020,5.55744,0.121924,38.7,15.3,2100130,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Makelovirus,Makelovirus prm1,0.12192417764411584,0.8012493799504659,6.571702146634366,2.07
s02,77,NC_025464.1,1,44147,48,7863,17.8109,0.402338,38.6,1.79,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,0.40233764468706823,1.5808535622427022,3.929171389051265,2.36
s02,26,NC_013085.1,1,194454,18,7563,3.88935,0.0449104,36.7,19.5,555387,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Gibbetvirus,Gibbetvirus rsm4,0.044910364,0.24826009361666762,5.5279020089471524,0.89
s02,133,NC_048049.1,1,181082,27,7474,4.12741,0.0631371,38.6,12.1,2268578,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Tamkungvirus,Tamkungvirus ST4,0.063137142,0.3636395966698941,5.759519412593174,1.33
s02,136,NC_048183.1,1,41824,53,6732,16.096,0.475421,37.9,4.58,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,0.47542081101759753,2.839642502790219,5.972903240630563,2.61
s02,51,NC_020484.1,1,147284,23,6430,4.36572,0.080097,40.1,27,1283076,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,unclassified Kyanoviridae genus,Pelagibacter phage HTVC008M,0.080096956,0.47639264111032137,5.947699733262064,1.13
s02,97,NC_031935.1,1,186386,27,6386,3.42622,0.0494404,37.4,25,1815522,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Cymopoleiavirus,Cymopoleiavirus swam2,0.049440408614380905,0.3217846582017146,6.508535572825261,1.33
s02,91,NC_031235.1,1,194437,45,6286,3.23292,0.0764155,38.2,19.7,1278479,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bristolvirus,Bristolvirus rhodeisland,0.076415497,0.7112264892995379,9.307359328303558,2.22
s02,8,NC_006820.1,1,196280,23,5993,3.05329,0.0349959,38.6,18.7,238854,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nodensvirus,Nodensvirus spm2,0.034995924,0.21289934481036146,6.083546862625965,1.13
s02,74,NC_025456.1,1,46547,18,5943,12.7677,0.168883,37.3,40.9,1273711,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,unclassified Autographiviridae genus,Synechococcus phage S-CBP1,0.16888306442950135,0.48633573242878275,2.8797187809900207,0.89
s02,50,NC_020481.1,1,34892,14,5866,16.8119,0.27866,39.3,31.1,1283077,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pelagibacter phage HTVC010P,0.2786598647254385,0.7426044508210746,2.6649135552863243,0.69
s02,75,NC_025461.1,1,45871,15,5377,11.722,0.148852,38.5,0,756276,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Lirvirus,Lirvirus SCBP3,0.14885221599703516,0.4717300106673604,3.1691164791040554,0.74
s02,42,NC_015465.1,1,33004,7,5083,15.4012,0.163132,37.3,59.4,753085,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS3,0.16313174160707794,0.39339546234647393,2.4115200295845143,0.34
s02,9,NC_006883.2,1,252401,12,4643,1.83953,0.0200712,38.6,7.17,268746,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Salacisavirus,Salacisavirus pssm2,0.020071236,0.15172406060515542,7.559278448638341,0.59
s02,155,NC_070960.1,1,187320,43,4332,2.31262,0.0911915,37.3,10.7,2783669,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Yushanluvirus,Yushanluvirus satich,0.091191544,0.8495777362644559,9.316409176739134,2.12
s02,149,NC_055915.1,1,160410,6,3721,2.31968,0.0231968,37.4,30.3,2801477,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Immutovirus,Immutovirus immuto,0.023196808179041208,0.15052812451281014,6.489173999758095,0.3
s02,137,NC_048184.1,1,47375,15,3612,7.62427,0.137942,37.2,0,756276,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Lirvirus,Lirvirus SCBP3,0.1379419525065963,0.5887520784023493,4.268114722924453,0.74
s02,44,NC_016164.1,1,30332,3,3407,11.2324,0.112324,36.1,41.7,909297,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS1,0.11232361862059871,0.31576418942079393,2.8112002916088996,0.15
s02,57,NC_020854.1,1,40658,7,3389,8.33538,0.0970043,38.8,26.7,889953,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Cyanophage KBS-S-2A,0.09700428,0.33896216533942025,3.4943011456313764,0.34
s02,135,NC_048171.1,1,45424,9,3173,6.98529,0.0890498,38.1,35.1,2545435,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Qadamvirus,Qadamvirus SB28,0.089049841,0.362068432,4.065907653006188,0.44
s02,85,NC_028094.1,1,473558,4,2701,0.570363,0.00684605,39.8,52.8,455364,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,unclassified Phycodnaviridae genus,Chrysochromulina ericina virus,0.006846046,0.095310067,13.921913924331424,0.2
s02,88,NC_028955.1,1,197361,7,2509,1.27127,0.0148054,41.6,18.4,1542477,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Haifavirus,Haifavirus tim68,0.014805356681411221,0.13700869361481566,9.253994791414659,0.34
s02,100,NC_032206.1,1,8955,7,2215,24.7348,0.324288,38.2,47.3,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,0.3242881072026801,0.6107420440816909,1.8833316132064537,0.34
s02,37,NC_015287.1,1,232878,4,2184,0.93783,0.0093783,38.8,2.75,445686,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Lipsvirus,Lipsvirus ssm7,0.009378301,0.096386454,10.27760287611474,0.2
s02,153,NC_070839.1,1,177834,9,2148,1.20787,0.0187591,37.5,18.3,2926475,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Shenzhenivirus,Shenzhenivirus sszbm1,0.018759067444920542,0.18832954982763545,10.039387639103035,0.44
s02,92,NC_031242.1,1,174307,6,2095,1.2019,0.0130517,34.8,37.3,687803,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Neptunevirus,Neptunevirus srim50,0.013051685,0.12249093750744756,9.385067184224468,0.3
s02,138,NC_048671.1,1,40907,12,2027,4.95514,0.175251,36.7,25.8,2847823,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Veravirus,Veravirus septentrionalis,0.17525117950473024,1.1479268028949923,6.5501801821767955,0.59
s02,53,NC_020837.1,1,198013,10,1936,0.977714,0.0146809,39.1,12.8,754037,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Anaposvirus,Anaposvirus socalone,0.014680854,0.19601874849826775,13.351998777567077,0.49
s02,94,NC_031906.1,1,198190,6,1881,0.949089,0.0121096,39.5,40,1883366,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Charybdisvirus,Charybdisvirus scam3,0.012109591805842878,0.1311500974005243,10.830265751587463,0.3
s02,146,NC_055719.1,1,174231,18,1879,1.07845,0.0302759,36,3.5,1983572,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Shandvirus,Shandvirus sh35,0.030275898089318205,0.3843129170214317,12.69369172427698,0.89
s02,98,NC_031944.1,1,185102,7,1772,0.95731,0.0120798,37.6,25.6,1815521,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Sokavirus,Sokavirus swam1,0.012079826257955074,0.13018201142320046,10.776811573549754,0.34
s02,123,NC_047715.1,1,174670,3,1752,1.00303,0.0100303,38.2,19.7,2790347,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Brizovirus,Brizovirus rhodeisland01,0.010030342932386787,0.099648056,9.934660969780243,0.15
s02,127,NC_047733.1,1,171216,6,1663,0.971288,0.00971288,37.2,0,756278,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Neptunevirus,Neptunevirus srim18,0.009712877,0.098074142,10.09733150032908,0.3
s02,30,NC_014789.1,1,184409,4,1590,0.862214,0.0113715,39.2,0.75,696472,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Ostreococcus tauri virus 2,0.011371462,0.1293862404605879,11.37815317934981,0.2
s02,132,NC_048031.1,1,20430,4,1580,7.73372,0.0966226,34.6,19,743543,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Pekhitvirus,Pekhitvirus S04C24,0.096622614,0.3547638843296941,3.6716444563605113,0.2
s02,67,NC_021864.1,1,55282,4,1558,2.81828,0.0281828,39.6,20.2,948071,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Puniceispirillum phage HMO-2011,0.028182771969176224,0.16549472297722795,5.872194657013552,0.2
s02,176,NC_077221.1,1,1421182,7,1506,0.105968,0.00149031,38.7,14.3,1499987,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Schizomimiviridae,Biavirus,Biavirus raunefjordenense,0.001490309,0.048470018,32.52347385,0.34
s02,69,NC_023587.1,1,189311,3,1484,0.783895,0.00783895,40,1,1340810,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Sedonavirus,Sedonavirus tusconh,0.007838953,0.088190156,11.250247077250927,0.15
s02,45,NC_016766.1,1,69420,5,1457,2.09882,0.0312734,37.1,36.6,756275,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS4,0.031273408,0.23602103018256976,7.547019767514507,0.25
