sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
s32,16,NC_014765.1,1,198519,222,84067,42.3471,0.759,37.8,47,880159,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Bathycoccus sp. RCC1105 virus BpV,0.759000398,1.686814765,2.222416181,5.3
s32,166,NC_070963.1,1,240842,325,71234,29.5771,0.802314,37.5,32,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.80231438,1.945108531,2.424372015,7.75
s32,49,NC_020851.1,1,208007,158,57774,27.775,0.50669,36.3,28.3,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.506689679,1.000613833,1.974806029,3.77
s32,20,NC_015279.1,1,190789,114,46256,24.2446,0.402665,37.8,30.7,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.402664724,0.916872282,2.277011688,2.72
s32,165,NC_070962.1,1,228827,99,33447,14.6167,0.251662,37.7,28.4,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,0.251661736,0.762170688,3.028552138,2.36
s32,97,NC_031922.1,1,174830,85,32955,18.8497,0.265309,36.6,31.9,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.265309157,0.671324981,2.530349827,2.03
s32,127,NC_047838.1,1,204930,102,32669,15.9415,0.23876,36.9,24.1,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.238759576,0.652614053,2.733352367,2.43
s32,43,NC_020484.1,1,147284,245,32055,21.7641,1.07695,39.7,27.8,1283076,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,unclassified Kyanoviridae genus,Pelagibacter phage HTVC008M,1.076953369,3.820930141,3.547906763,5.84
s32,18,NC_014767.1,1,184095,62,28342,15.3953,0.205394,34.6,36.2,880161,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Micromonas sp. RCC1109 virus MpV1,0.205393954,0.773174052,3.76434669,1.48
s32,75,NC_025464.1,1,44147,336,26702,60.4843,4.16203,37.5,6.21,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,4.162026865,6.401388855,1.53804602,8.02
s32,32,NC_015465.1,1,33004,88,26098,79.0753,1.7856,37.1,48.1,753085,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS3,1.785601745,1.774963217,0.994042049,2.1
s32,138,NC_048183.1,1,41824,329,25099,60.011,4.45161,37.8,0.751,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,4.451606733,8.935563842,2.007267123,7.85
s32,65,NC_021864.1,1,55282,125,22158,40.0818,1.36041,39,36.6,948071,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Puniceispirillum phage HMO-2011,1.360406642,2.505553537,1.841768085,2.98
s32,55,NC_020867.1,1,44892,146,22114,49.2604,1.6997,38.2,35.8,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,1.699701506,2.826412905,1.662887804,3.48
