sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy55,64,NC_070963.1,1,240842,25,7046,2.92557,0.0460966,41.2,36.3,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.046096611,0.307169809,6.663609359,0.09
oy55,39,NC_033010.1,1,7620,123,5649,74.1339,10.3274,38.8,59.4,1923606,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 21,10.32742782,13.23059202,1.28111203,0.45
oy55,31,NC_025464.1,1,44147,21,5452,12.3497,0.238635,38.7,0.429,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,0.238634562,0.847020455,3.549445851,0.08
oy55,40,NC_033101.1,1,12660,24,5364,42.3697,1.00158,38.7,60,1923639,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 51,1.001579779,1.468843577,1.466526789,0.09
oy55,25,NC_020867.1,1,44892,141,4322,9.62755,1.57148,40,8.49,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,1.57148267,13.30485264,8.466432944,0.51
oy55,57,NC_048183.1,1,41824,25,3470,8.29667,0.339853,38.3,0.56,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,0.339852716,1.462088928,4.302125181,0.09
oy55,36,NC_032554.1,1,9395,23,2934,31.2294,1.90708,38.8,52.2,1922674,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sipunculid worm virus 2,1.907078233,3.407218948,1.786617292,0.08
oy55,53,NC_048031.1,1,20430,5,2572,12.5893,0.153989,39.4,60,743543,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Pekhitvirus,Pekhitvirus S04C24,0.153989232,0.431819896,2.804221386,0.02
oy55,34,NC_031922.1,1,174830,8,2368,1.35446,0.0164274,38.1,20.4,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.016427387,0.166399307,10.12938399,0.03
oy55,20,NC_020838.1,1,45728,4,2360,5.16095,0.0724939,40.6,0.75,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.072493877,0.330162436,4.554349281,0.01
oy55,16,NC_015465.1,1,33004,4,2126,6.44164,0.0769907,40.3,17.8,753085,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS3,0.076990668,0.310179902,4.028798698,0.01
oy55,29,NC_025456.1,1,46547,7,1974,4.24087,0.0730015,39.2,20.9,1273711,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,unclassified Autographiviridae genus,Synechococcus phage S-CBP1,0.073001482,0.372016774,5.09601671,0.03
oy55,12,NC_015279.1,1,190789,19,1960,1.02731,0.0666181,39.5,45.8,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.066618096,0.915881628,13.74824076,0.07
oy55,58,NC_048184.1,1,47375,3,1837,3.87757,0.0387757,40.4,0,756276,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Lirvirus,Lirvirus SCBP3,0.038775726,0.193060013,4.978888473,0.01
oy55,17,NC_016766.1,1,69420,3,1642,2.36531,0.0251224,39.2,11.7,756275,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS4,0.025122443,0.165619867,6.592506404,0.01
oy55,19,NC_019491.1,1,291144,52,1375,0.472275,0.0716999,30.2,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.071699915,1.170301223,16.32221218,0.19
oy55,38,NC_032974.1,1,4423,13,1370,30.9745,1.33778,37.2,60,1922744,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai weivirus-like virus 16,1.337779787,2.934793538,2.19377925,0.05
oy55,24,NC_020865.1,1,45730,12,1244,2.72031,0.110234,38.5,0.917,889951,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.110233982,0.731642609,6.637178439,0.04
oy55,22,NC_020854.1,1,40658,9,1140,2.80388,0.0857396,39.5,22,889953,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Cyanophage KBS-S-2A,0.085739584,0.670765611,7.823289786,0.03
oy55,60,NC_050152.1,1,101660,1,1038,1.02105,0.0102105,39.4,60,10682,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Punavirus,Punavirus P1,0.010210506,0.100529852,9.845727143,0
oy55,4,NC_006883.2,1,252401,2,1015,0.402138,0.00402138,42.9,30.5,268746,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Salacisavirus,Salacisavirus pssm2,0.004021379,0.063286706,15.73756449,0.01
oy55,52,NC_048026.1,1,45477,2,918,2.0186,0.020186,41.6,19.5,1332145,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Igirivirus,Igirivirus STIP37,0.020186028,0.140636241,6.967009092,0.01
oy55,56,NC_048171.1,1,45424,183,887,1.95271,1.69802,39.1,59.5,2545435,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Qadamvirus,Qadamvirus SB28,1.698023072,17.02234379,10.02480124,0.67
oy55,30,NC_025461.1,1,45871,4,822,1.79198,0.0320682,37.7,0,756276,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Lirvirus,Lirvirus SCBP3,0.032068191,0.271040845,8.452015379,0.01
oy55,21,NC_020851.1,1,208007,3,797,0.38316,0.0038316,40.3,9.33,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.003831602,0.061781232,16.12412642,0.01
oy55,62,NC_055761.1,1,144311,7,772,0.534956,0.0179681,37.4,0.714,2100130,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Makelovirus,Makelovirus prm1,0.017968138,0.248037786,13.80431198,0.03
oy55,41,NC_033778.1,1,111453,46,770,0.690874,0.140705,40.2,5.17,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,0.140705051,2.073915766,14.73945503,0.17
oy55,1,NC_001875.2,1,131995,18,735,0.556839,0.046123,36,7.72,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.046122959,0.767523314,16.64080811,0.07
oy55,59,NC_048671.1,1,40907,1,643,1.57186,0.0157186,39.2,58,2847823,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Zobellviridae,Veravirus,Veravirus septentrionalis,0.015718581,0.124384514,7.913215122,0
oy55,54,NC_048049.1,1,181082,3,568,0.31367,0.00507505,36.4,38.3,2268578,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Tamkungvirus,Tamkungvirus ST4,0.005075049,0.094477455,18.61606801,0.01
oy55,11,NC_013085.1,1,194454,1,563,0.289529,0.00289529,41.5,1,555387,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Gibbetvirus,Gibbetvirus rsm4,0.002895286,0.053729914,18.55772043,0
oy55,14,NC_015283.1,1,176428,2,537,0.304373,0.00607613,38.1,0,444862,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Thaumasvirus,Thaumasvirus stim4,0.006076133,0.110018229,18.10661943,0.01
oy55,51,NC_048015.1,1,176495,1,537,0.304258,0.00304258,38.6,0,1048189,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Thaumasvirus,Thaumasvirus stim4,0.003042579,0.055075601,18.10161675,0
oy55,0,NC_001664.4,1,159378,8,527,0.33066,0.0195636,34.7,6.62,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.019563553,0.364620475,18.63774282,0.03
oy55,13,NC_015280.1,1,181044,1,470,0.259605,0.00259605,43.2,1,445700,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Eurybiavirus,Eurybiavirus PHM2,0.002596054,0.050885307,19.60102038,0
oy55,18,NC_018271.1,1,35700,2,454,1.27171,0.0127171,42.4,33,1168478,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Inhavirus,Inhavirus P12024S,0.012717087,0.112050714,8.811036331,0.01
oy55,35,NC_032542.1,1,9416,1,447,4.74724,0.0474724,35.1,60,1922605,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 6,0.047472387,0.212647031,4.479383547,0
oy55,7,NC_008912.1,1,3141,20,441,14.0401,1.85323,39.4,18.3,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,1.853231455,5.079355614,2.740810167,0.07
oy55,2,NC_002577.1,1,164270,1,415,0.252633,0.00252633,38,5,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.002526329,0.050199066,19.87036299,0
oy55,8,NC_008913.1,1,3157,2,392,12.4169,0.124169,33.6,16,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.124168514,0.329773702,2.655856063,0.01
oy55,63,NC_070962.1,1,228827,1,335,0.146399,0.00146399,41.4,1,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,0.001463988,0.038234079,26.11638703,0
oy55,68,NC_074583.1,1,4387,543,308,7.02074,35.5113,38.8,14.2,2786405,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus pelohabitans,35.51128334,132.8347951,3.740636288,1.98
oy55,47,NC_047709.1,1,44705,1,304,0.680013,0.00680013,40.3,1,2740801,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Ashivirus,Ashivirus S45C4,0.006800134,0.082182069,12.08535978,0
oy55,55,NC_048102.1,1,158485,1,303,0.191185,0.00191185,36.6,1,2484640,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Leucotheavirus,Leucotheavirus sp4,0.001911853,0.043682922,22.8484749,0
oy55,65,NC_070964.1,1,180224,12,292,0.162021,0.0181607,39.9,12,2783673,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Yellowseavirus,Yellowseavirus thirtyeight,0.018160733,0.453281467,24.95942535,0.04
