sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy11,27,NC_019491.1,1,291144,2324,3109,1.06786,3.18439,31.4,0.0189,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,3.184389855,51.4595061,16.15992653,6.5
oy11,47,NC_032206.1,1,8955,10,2419,27.0128,0.830709,35.8,50.9,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,0.830709101,1.604131844,1.931039207,0.03
oy11,28,NC_019495.1,1,290304,89,1307,0.450218,0.0795476,31.8,0.0225,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.079547647,1.62910933,20.47966722,0.25
oy11,64,NC_075036.1,1,1385869,13,1169,0.0843514,0.0015189,36.1,3.54,2024608,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Theiavirus,Theiavirus salishense,0.001518903,0.068473444,45.08086602,0.04
oy11,3,NC_001664.4,1,159378,73,1163,0.729712,0.150667,36,6.7,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.150666968,2.356367263,15.63957446,0.2
oy11,2,NC_001650.2,1,184439,7,1037,0.562246,0.0137932,31.8,0,12657,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,0.013793178,0.213497023,15.47845025,0.02
oy11,49,NC_033778.1,1,111453,3397,887,0.795851,9.75341,38.3,5.2,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,9.753411752,145.535126,14.92145822,9.5
oy11,4,NC_001875.2,1,131995,160,778,0.589416,0.430941,35.1,8.07,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.430940566,7.029389764,16.31173837,0.45
oy11,48,NC_032481.1,1,9054,1,774,8.54871,0.0854871,34.3,11,1922435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai mollusks virus 2,0.085487078,0.279605145,3.270729952,0
oy11,13,NC_007346.1,1,407339,6,649,0.159327,0.00348358,36.2,3.17,181082,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Coccolithovirus,Emiliania huxleyi virus 86,0.003483585,0.093749069,26.91166445,0.02
oy11,50,NC_034446.1,1,147346,3,516,0.350196,0.00604699,30,2,35243,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Simplexvirus,Simplexvirus atelinealpha1,0.006046991,0.111249242,18.39745323,0.01
oy11,7,NC_002577.1,1,164270,1,501,0.304986,0.00304986,27.1,1,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.003049857,0.055141231,18.07994003,0
oy11,34,NC_023009.1,1,127188,5,484,0.380539,0.0169985,34.6,1,1007127,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus Sb1,0.016998459,0.280136297,16.48009958,0.01
oy11,5,NC_001987.1,1,108409,1,473,0.436311,0.00436311,35,1,85618,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus atelinegamma3,0.004363106,0.065909557,15.10610814,0
oy11,25,NC_014567.1,1,156742,1,455,0.290286,0.00290286,35.9,1,10353,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Simplexvirus,Simplexvirus saimiriinealpha1,0.002902859,0.053799934,18.53342688,0
oy11,39,NC_025463.1,1,49640,3,444,0.89444,0.0247784,36,2.33,1458862,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Shewanella sp. phage 1/44,0.024778405,0.266876861,10.77054257,0.01
oy11,60,NC_047730.1,1,140906,8,444,0.315104,0.0178275,35.1,8,1610831,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus G1,0.017827488,0.339587332,19.04852412,0.02
oy11,17,NC_008912.1,1,3141,5,441,14.0401,0.483922,39.2,13.6,419435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Ichnoviriform,Ichnoviriform fumiferanae,0.483922318,1.219657271,2.520357557,0.01
oy11,68,NC_076945.1,1,132068,5,372,0.281673,0.00586819,33.9,3,2880838,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Gammanudivirus,Gammanudivirus cracrangonis,0.005868189,0.113936765,19.41600087,0.01
