sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
s09,237,NC_070963.1,1,240842,2557,84631,35.1396,3.87585,38.2,28.6,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,3.875848066367162,18.23030843613479,4.703566322511214,17.31
s09,89,NC_020851.1,1,208007,1084,70427,33.858,2.1387,38.6,22.3,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,2.1386972553808286,6.351086456908634,2.9696051841510984,7.34
s09,53,NC_015279.1,1,190789,383,41235,21.6129,0.928319,38.2,25.4,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.9283187185844047,3.2730808629825145,3.525815862006578,2.59
s09,193,NC_047838.1,1,204930,359,32605,15.9103,0.751344,38.4,20.3,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.7513443614892891,3.087894310570896,4.109825625696023,2.43
s09,236,NC_070962.1,1,228827,484,30837,13.4761,0.944635,38.4,29.5,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,0.9446350299571292,5.776136539334641,6.114675357314224,3.28
s09,146,NC_031922.1,1,174830,310,24707,14.132,0.519659,37.4,21.5,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.5196590974089115,3.3924760815291783,6.528272281664094,2.1
s09,202,NC_048183.1,1,41824,499,20672,49.4262,5.60465,37.7,1.38,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,5.604652830910482,20.748384409131745,3.7019927968957083,3.38
s09,93,NC_020867.1,1,44892,409,19741,43.9744,4.02085,38.5,40.8,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,4.020850040096231,11.56165409510374,2.8754253403658487,2.77
s09,120,NC_025464.1,1,44147,345,19596,44.3881,3.28829,37.3,2.95,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,3.2882868598092734,10.155583996734475,3.0884118173690958,2.34
s09,45,NC_013085.1,1,194454,211,18444,9.48502,0.417204,37.5,19.4,555387,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Gibbetvirus,Gibbetvirus rsm4,0.41720406882861755,3.2473992625131114,7.783719060149205,1.43
s09,117,NC_025456.1,1,46547,179,18047,38.7716,1.67732,38,29.9,1273711,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,unclassified Autographiviridae genus,Synechococcus phage S-CBP1,1.677315401637055,5.648453477709422,3.3675559600755753,1.21
