sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy36,14,NC_019491.1,1,291144,1003,2169,0.744992,1.28782,30.4,0.0409,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,1.287816338,21.46831728,16.67032529,0.64
oy36,27,NC_025464.1,1,44147,3,1561,3.53591,0.0394591,38.8,0.333,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,0.03945908,0.21471362,5.441424902,0
oy36,43,NC_070962.1,1,228827,4,1557,0.680427,0.00828574,33.6,32.2,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,0.008285736,0.10573561,12.76116159,0
oy36,44,NC_070963.1,1,240842,4,1390,0.577142,0.00836233,36.7,55,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.008362329,0.116078511,13.88112252,0
oy36,13,NC_015465.1,1,33004,2,1155,3.49958,0.0452066,38.2,36.5,753085,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Synechococcus phage S-CBS3,0.045206642,0.252160204,5.577945949,0
oy36,30,NC_031922.1,1,174830,2,1102,0.630327,0.00630327,40.4,4,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.006303266,0.079142497,12.55579201,0
oy36,42,NC_055761.1,1,144311,4,1065,0.737989,0.00852326,35.4,1,2100130,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Makelovirus,Makelovirus prm1,0.008523259,0.103621141,12.15745565,0
oy36,11,NC_015279.1,1,190789,3,924,0.484305,0.00591753,35.2,20.3,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.005917532,0.089618556,15.14458344,0
oy36,17,NC_020851.1,1,208007,2,901,0.433158,0.0086199,37.1,1,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.008619902,0.130851954,15.1802133,0
oy36,21,NC_021536.1,1,171797,1,869,0.50583,0.0050583,40.9,1,754039,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Tefnutvirus,Tefnutvirus siom18,0.005058296,0.07094159,14.02480131,0
oy36,15,NC_019495.1,1,290304,64,863,0.297275,0.0566682,30.4,0.0312,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.056668182,1.202032055,21.21176304,0.04
oy36,33,NC_033778.1,1,111453,144,798,0.715997,0.411896,38,7.06,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,0.411895597,5.76450395,13.99506086,0.09
oy36,0,NC_001875.2,1,131995,23,749,0.567446,0.0592144,33.5,11.7,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.059214364,1.000871549,16.90251281,0.01
oy36,2,NC_006883.2,1,252401,1,654,0.259111,0.00259111,36.8,5,268746,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Salacisavirus,Salacisavirus pssm2,0.002591115,0.050837005,19.61974135,0
oy36,39,NC_048031.1,1,20430,1,537,2.62849,0.0262849,35.3,7,743543,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Pekhitvirus,Pekhitvirus S04C24,0.026284875,0.159981188,6.086435142,0
