sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy09,34,NC_032206.1,1,8955,42,4224,47.1692,2.37387,37.2,25.7,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,2.373869347,3.765877023,1.586387654,0.12
oy09,52,NC_070963.1,1,240842,3,1691,0.70212,0.0070212,37.1,30.7,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.007021201,0.083497924,11.89225729,0.01
oy09,35,NC_032481.1,1,9054,12,1678,18.5332,0.706759,37.6,25.2,1922435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai mollusks virus 2,0.706759443,1.725164467,2.440950005,0.03
oy09,20,NC_019491.1,1,291144,905,1590,0.546122,1.19634,30.9,0.0276,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,1.196335834,19.73345582,16.49491327,2.49
oy09,21,NC_019495.1,1,290304,63,1364,0.469852,0.0558277,31.8,0.0159,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.055827684,1.149483425,20.58984613,0.17
oy09,2,NC_001664.4,1,159378,36,1121,0.703359,0.0779656,35.5,4.53,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.077965591,1.387146434,17.79177727,0.1
oy09,39,NC_033778.1,1,111453,9305,890,0.798543,29.4652,38.2,6.26,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,29.46519161,425.2841963,14.43344411,25.62
oy09,3,NC_001875.2,1,131995,221,763,0.578052,0.527353,34.9,8.23,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.527353309,8.924898887,16.92394594,0.61
oy09,14,NC_009333.1,1,137969,6,656,0.475469,0.0148874,38.5,13.3,37296,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus humangamma8,0.014887402,0.256953558,17.25979815,0.02
oy09,4,NC_001987.1,1,108409,23,572,0.527631,0.101043,34.4,2.78,85618,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus atelinegamma3,0.101043271,1.418229594,14.0358638,0.06
oy09,5,NC_002577.1,1,164270,3,471,0.286723,0.00751811,29.4,0.667,35250,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus gallidalpha3,0.00751811,0.142585572,18.96561295,0.01
oy09,1,NC_001650.2,1,184439,2,467,0.2532,0.002532,34.1,0,12657,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,0.002532002,0.050255263,19.84803077,0.01
oy09,19,NC_015288.1,1,191195,1,442,0.231178,0.00231178,35.8,51,444861,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Vellamovirus,Vellamovirus syn1,0.002311776,0.048025323,20.77421174,0
oy09,32,NC_031944.1,1,185102,1,394,0.212856,0.00212856,34,1,1815521,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Sokavirus,Sokavirus swam1,0.002128556,0.04608715,21.65183665,0
oy09,25,NC_023584.1,1,170438,1,343,0.201246,0.00201246,39.7,60,1340812,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Acionnavirus,Acionnavirus monteraybay,0.002012462,0.04481531,22.26889737,0
oy09,9,NC_007346.1,1,407339,3,340,0.0834686,0.00104336,38.6,8.33,181082,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Coccolithovirus,Emiliania huxleyi virus 86,0.001043357,0.038204859,36.61724441,0.01
oy09,40,NC_034446.1,1,147346,2,309,0.20971,0.00359019,32.1,17.5,35243,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Simplexvirus,Simplexvirus atelinealpha1,0.003590189,0.081015235,22.56572921,0.01
oy09,54,NC_074583.1,1,4387,4,297,6.77,0.213358,35.1,42,2786405,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus pelohabitans,0.213357648,0.801226727,3.755322276,0.01
oy09,48,NC_044937.1,1,326592,5,292,0.0894082,0.00340792,40.3,1.6,42683,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,0.003407922,0.118385225,34.73824571,0.01
oy09,55,NC_075036.1,1,1385869,21,291,0.0209977,0.00226068,38.3,0.905,2024608,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Theiavirus,Theiavirus salishense,0.002260675,0.190064639,84.07427085,0.06
oy09,43,NC_040536.1,1,183261,628,275,0.150059,0.331549,36.8,13.9,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.331548993,13.62223523,41.08664335,1.73
oy09,23,NC_021901.1,1,197693,12,268,0.135564,0.0137334,36.1,16.2,345198,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Chloriridovirus,Invertebrate iridescent virus 22,0.013733415,0.393040076,28.61925296,0.03
oy09,28,NC_027925.1,1,496396,3,232,0.0467369,0.00104957,34.1,1,1100043,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Apis mellifera filamentous virus,0.001049565,0.050550224,48.16301141,0.01
oy09,38,NC_033167.1,1,5448,1,220,4.03818,0.0403818,32,14,1922759,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai zhaovirus-like virus 3,0.040381791,0.196852997,4.874796033,0
oy09,49,NC_047720.1,1,138339,1,218,0.157584,0.00157584,31.3,1,1028375,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus G1,0.001575839,0.039665549,25.1710661,0
oy09,45,NC_040681.1,1,158250,23,193,0.121959,0.0223381,38.3,11.7,2282206,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Batrachovirus,Bufonid herpesvirus 1,0.022338073,0.694196365,31.07682455,0.06
oy09,10,NC_008168.1,1,104710,24766,189,0.180499,20.5563,35.7,8.99,56947,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus,Betabaculovirus chofumiferanae,20.55633655,708.3036656,34.45670701,68.2
oy09,33,NC_032111.1,1,163005,1,181,0.11104,0.0011104,34,3,67082,Viruses,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Oryzopoxvirus,BeAn 58058 virus,0.001110395,0.03330409,29.99300103,0
oy09,29,NC_028092.1,1,193301,18,168,0.0869111,0.0112674,38.2,6.56,1663210,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Ostreococcus mediterraneus virus 1,0.011267402,0.42351521,37.58765547,0.05
oy09,0,NC_000898.1,1,162114,1,167,0.103014,0.00103014,37.6,1,32604,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6b,0.001030139,0.032079247,31.14068906,0
oy09,27,NC_024486.1,1,43734,1,158,0.361275,0.00361275,31.5,4,1520006,Viruses,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Duck aviadenovirus B,0.00361275,0.059997482,16.60715112,0
oy09,15,NC_010191.2,1,186713,2,145,0.0776593,0.00139251,39.2,1,1785753,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Prasinovirus ostreotauri,0.001392512,0.051209467,36.77489697,0.01
