sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy20,8,NC_019491.1,1,291144,2210,2164,0.743275,2.67963,30.7,0.0367,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,2.679629324,45.85083115,17.11088572,60.78
oy20,9,NC_019495.1,1,290304,181,884,0.304508,0.142923,31.1,0.011,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.142922591,3.082493651,21.56757458,4.98
oy20,21,NC_033778.1,1,111453,338,772,0.692669,0.849488,39.2,4.15,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,0.849488125,13.52016382,15.91565959,9.3
oy20,2,NC_001875.2,1,131995,43,572,0.43335,0.0804424,34.9,6.23,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.080442441,1.598826851,19.87541441,1.18
oy20,23,NC_034446.1,1,147346,7,457,0.310154,0.00836127,29.6,8.43,35243,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Simplexvirus,Simplexvirus atelinealpha1,0.008361272,0.181196683,21.67094676,0.19
oy20,12,NC_023009.1,1,127188,1,449,0.353021,0.00353021,39,1,1007127,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus Sb1,0.003530207,0.05931058,16.80087759,0.03
oy20,33,NC_047730.1,1,140906,6,443,0.314394,0.0135622,36.4,1,1610831,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus G1,0.013562233,0.263683917,19.4425149,0.17
oy20,16,NC_025463.1,1,49640,4,311,0.626511,0.0174053,35.2,3,1458862,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Shewanella sp. phage 1/44,0.017405318,0.235239596,13.51538602,0.11
oy20,22,NC_034266.1,1,204237,1,311,0.152274,0.00152274,25,0,93386,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Mardivirus,Mardivirus columbidalpha1,0.001522741,0.038992589,25.60684695,0.03
oy20,31,NC_043508.1,1,3335,2,252,7.55622,0.104948,30,1,1587509,Viruses,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Chrysoviridae,Alphachrysovirus,Alphachrysovirus perseae,0.104947526,0.390773793,3.723516004,0.06
