sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
oy12,40,NC_032206.1,1,8955,64,4225,47.1803,4.09749,37.3,37.2,1922578,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai picorna-like virus 35,4.097487437,6.902899103,1.684666325,0.1
oy12,41,NC_032481.1,1,9054,19,2798,30.9035,1.25193,37.5,31.6,1922435,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai mollusks virus 2,1.251932847,2.80297621,2.238918977,0.03
oy12,25,NC_019491.1,1,291144,4672,2352,0.807848,6.36069,30.6,0.0143,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,6.360694364,103.7760132,16.31520196,7.18
oy12,26,NC_019495.1,1,290304,232,1393,0.479842,0.219739,30.7,0.00431,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.219738619,4.503968668,20.49693719,0.36
oy12,2,NC_001417.2,1,3569,2,1260,35.304,0.69151,34.9,60,12022,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Emesvirus,Emesvirus zinderi,0.691510227,0.943538103,1.364460085,0
oy12,4,NC_001650.2,1,184439,30,1257,0.681526,0.0622048,31.5,0,12657,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Percavirus,Percavirus equidgamma2,0.062204848,0.842272698,13.54030631,0.05
oy12,5,NC_001664.4,1,159378,169,1213,0.761084,0.363576,35,5.33,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Roseolovirus,Roseolovirus humanbeta6a,0.363575901,6.458956427,17.765084,0.26
oy12,45,NC_033778.1,1,111453,14640,892,0.800337,42.8893,38.1,6.14,552509,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Leptopilina boulardi filamentous virus,42.88926274,639.5591768,14.91187155,22.5
oy12,1,NC_001350.1,1,112930,5,786,0.696006,0.0177455,35.8,3.8,10381,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus saimiriinegamma2,0.017745506,0.243364759,13.71416278,0.01
oy12,6,NC_001875.2,1,131995,52,763,0.578052,0.130043,35.2,11,262177,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus orpseudotsugatae,0.130042805,2.180927307,16.77084183,0.08
oy12,69,NC_075036.1,1,1385869,16,752,0.054262,0.00191649,30.5,18.3,2024608,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Theiavirus,Theiavirus salishense,0.001916487,0.134500518,70.18075996,0.02
oy12,49,NC_040536.1,1,183261,1176,691,0.377058,0.633714,36.2,15.9,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.633713665,25.39836271,40.0786098,1.81
oy12,66,NC_070962.1,1,228827,1,620,0.270947,0.00270947,41.5,38,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,0.00270947,0.051982009,19.18530183,0
oy12,42,NC_032814.1,1,8991,1,611,6.79568,0.0679568,32.9,60,1923640,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wenzhou picorna-like virus 52,0.067956846,0.251671836,3.703406668,0
oy12,44,NC_033167.1,1,5448,5,611,11.2151,0.43906,35.7,60,1922759,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai zhaovirus-like virus 3,0.439060206,1.274954146,2.903825329,0.01
oy12,7,NC_001987.1,1,108409,4,547,0.504571,0.0165208,35,20,85618,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Rhadinovirus,Rhadinovirus atelinegamma3,0.016520769,0.235676607,14.26547477,0.01
oy12,67,NC_070963.1,1,240842,1,497,0.206359,0.00206359,42.3,35,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.002063594,0.045379898,21.99071507,0
oy12,33,NC_024697.1,1,370920,2,457,0.123207,0.00245336,40.4,42.5,1474867,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Schizomimiviridae,Kratosvirus,Kratosvirus quantuckense,0.002453359,0.06992793,28.50293184,0
oy12,62,NC_047730.1,1,140906,7,448,0.317942,0.0155139,37.7,2.14,1610831,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus G1,0.015513889,0.291658047,18.79980272,0.01
oy12,30,NC_023009.1,1,127188,2,447,0.351448,0.00665157,35.8,1,1007127,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kayvirus,Kayvirus Sb1,0.006651571,0.113496715,17.06314443,0
