sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
s17,86,NC_070963.1,1,240842,48,25438,10.5621,0.139951,38.7,42.6,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,0.1399506730553641,0.47284847586410705,3.378679541448504,9.66
s17,28,NC_020851.1,1,208007,33,18013,8.6598,0.0937036,37.9,20.5,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.093703577,0.3163487838976409,3.3760587703143288,6.64
s17,13,NC_015279.1,1,190789,26,14989,7.85632,0.0858645,37.8,28.2,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,0.085864489,0.305113581,3.553431515615759,5.23
s17,66,NC_047838.1,1,204930,22,14238,6.94774,0.0776802,38.8,23.1,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,0.077680183,0.296734856,3.819955646918324,4.43
s17,76,NC_055761.1,1,144311,14,6948,4.8146,0.0539737,37,19.7,2100130,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Makelovirus,Makelovirus prm1,0.053973709557829964,0.25424855255678874,4.710599931701469,2.82
s17,55,NC_031935.1,1,186386,29,6807,3.6521,0.0615014,38.4,47.3,1815522,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Cymopoleiavirus,Cymopoleiavirus swam2,0.0615014,0.6919475241807462,11.25092307789868,5.84
s17,85,NC_070962.1,1,228827,16,6079,2.65659,0.0322908,37.7,22.4,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,0.032290769882924654,0.20663439662826996,6.399178384,3.22
s17,84,NC_070961.1,1,192454,12,5948,3.09061,0.0338263,37,27.2,2783674,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Scyllavirus,Scyllavirus aitchnine,0.033826265,0.19627125472653187,5.802333034890931,2.41
s17,54,NC_031922.1,1,174830,19,5931,3.39244,0.0391695,36.1,29.1,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,0.039169479,0.22435079758531035,5.727694208796701,3.82
s17,68,NC_048049.1,1,181082,12,5928,3.27366,0.0349068,38.2,4.67,2268578,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Tamkungvirus,Tamkungvirus ST4,0.034906837786196306,0.19501006499689977,5.586586392939188,2.41
s17,70,NC_048183.1,1,41824,19,5842,13.9681,0.215546,37.9,0.789,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,0.21554609793420046,0.6560633989290865,3.043726633034954,3.82
s17,42,NC_025456.1,1,46547,9,5782,12.4219,0.157862,36.8,39.8,1273711,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,unclassified Autographiviridae genus,Synechococcus phage S-CBP1,0.15786194599007455,0.44746885965990846,2.8345581124918016,1.81
s17,24,NC_020484.1,1,147284,13,5639,3.82866,0.0610725,39.9,30,1283076,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,unclassified Kyanoviridae genus,Pelagibacter phage HTVC008M,0.061072486,0.33360579844116106,5.462456522246578,2.62
