sample,index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
s19,136,NC_070963.1,1,240842,36692,78473,32.5828,49.3011,37,53.8,2781608,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Serangoonvirus,Serangoonvirus essarone,49.30113934,1130.0619759585425,22.921619889008202,66.7
s19,17,NC_015279.1,1,190789,1904,76106,39.8901,4.45,38.3,27.1,444860,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nilusvirus,Nilusvirus ssm2,4.450004979322707,15.74909913031479,3.5391194399768535,3.46
s19,82,NC_031922.1,1,174830,1981,75885,43.405,4.85235,38,26.6,1883369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Kanaloavirus,Kanaloavirus scam9,4.852347995195332,12.508173272799787,2.577756847856966,3.6
s19,47,NC_020851.1,1,208007,1173,73164,35.1738,2.54746,38.6,28.1,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,2.547457537486719,6.0867139108281325,2.3893288980326584,2.13
s19,135,NC_070962.1,1,228827,1878,66472,29.049,3.27324,38.5,30.4,2588487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Zhoulongquanvirus,Zhoulongquanvirus esscess,3.273241357007696,14.34907915197341,4.383752246455462,3.41
s19,123,NC_055761.1,1,144311,2544,59942,41.5367,6.90499,37.8,25.8,2100130,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Makelovirus,Makelovirus prm1,6.904989917608498,32.52360608471519,4.710159822504063,4.62
s19,103,NC_047838.1,1,204930,1254,57786,28.1979,2.67009,38.3,22.8,2023996,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Bellamyvirus,Bellamyvirus bellamy,2.6700873468989412,9.948169475136964,3.7257842844320583,2.28
s19,107,NC_048049.1,1,181082,732,26972,14.8949,1.44266,38.3,19.3,2268578,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Tamkungvirus,Tamkungvirus ST4,1.4426613357484455,8.663270046,6.005061501,1.33
s19,14,NC_013085.1,1,194454,263,22569,11.6063,0.50756,38.2,29.5,555387,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Gibbetvirus,Gibbetvirus rsm4,0.5075596284982566,2.9281637454046456,5.769102940807876,0.48
s19,110,NC_048183.1,1,41824,272,21450,51.2863,2.91359,37.9,0.577,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,2.913590283091048,8.896099275970437,3.053311691626217,0.49
s19,65,NC_025464.1,1,44147,283,20473,46.3746,2.52624,38,0.721,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,2.526241873740005,6.981850905942012,2.7637301790131628,0.51
s19,134,NC_070961.1,1,192454,254,17161,8.91694,0.360242,37.8,38.4,2783674,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Scyllavirus,Scyllavirus aitchnine,0.36024192794122234,5.2609275690196835,14.603873566538498,0.46
s19,84,NC_031935.1,1,186386,505,17075,9.1611,0.669267,38.5,30.4,1815522,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Cymopoleiavirus,Cymopoleiavirus swam2,0.6692670050325669,9.421356482,14.077126783182003,0.92
s19,76,NC_028955.1,1,197361,153,15255,7.72949,0.324765,39.2,12.9,1542477,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Haifavirus,Haifavirus tim68,0.3247652778411135,1.9243813348790466,5.925452830645649,0.28
s19,4,NC_006820.1,1,196280,372,14351,7.31149,0.547269,37.1,30.7,238854,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Nodensvirus,Nodensvirus spm2,0.5472692072549419,6.317064656204601,11.54288341544098,0.68
s19,6,NC_006883.2,1,252401,261,13620,5.39618,0.433758,39.2,9.77,268746,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,Salacisavirus,Salacisavirus pssm2,0.43375818637802543,5.917821970583058,13.643136098474937,0.47
s19,63,NC_025456.1,1,46547,101,13380,28.7451,1.15408,37.6,42.5,1273711,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,unclassified Autographiviridae genus,Synechococcus phage S-CBP1,1.1540808215352225,3.129892332908084,2.7120217878194417,0.18
s19,42,NC_020484.1,1,147284,191,12875,8.74161,0.548593,40,25.9,1283076,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Kyanoviridae,unclassified Kyanoviridae genus,Pelagibacter phage HTVC008M,0.5485931941011922,3.7737643290984875,6.878984955840315,0.35
s19,52,NC_020867.1,1,44892,225,12583,28.0295,1.76377,38.4,32.4,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,1.7637663726276396,5.255703703586264,2.9798185208375276,0.41
